wikidata_id,file,author,license,license_url,status
Q361646,"Burning Spear, live at Reggae Geel, Belgium, 2023.jpg",Peter Verwimp,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q3616567,Andy Statman photo.jpg,ataelw,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q3618794,Antisect 2011.jpg,Therockexecutioner,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q361881,Sam Beam - Iron and Wine (52413563571) (cropped2).jpg,Andy Witchger,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q361927,Joshua Redman Kongsberg Jazzfestival 2017 (234336).jpg,Tore Sætre,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q3619860,Romeu Orq.jpg,Unknown author,Public domain,,ok
Q362435,Jim Reeves 1963.JPG,RCA Records,Public domain,,ok
Q362564,Lee Morgan (1959).jpg,Herbert Behrens / Anefo,CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en,ok
Q362764,Donald Byrd (Donaldson Toussaint L'Ouverture Byrd II).jpg,Mallory1180,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q3629911,Bal Gandharva.jpg,Unknown author,Public domain,,ok
Q3631117,Xand e Solange (Aviões do Forró).jpg,"Aviões do Forró from Salvador, Brasil",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q363908,Cecil taylor E5122329-2.jpg,nomo/michael hoefner http://www.zwo5.de,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q364131,Bob Seger 2013 (cropped).jpg,"Adam Freese - Mitchell, SD",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q3644642,Flagaline.jpg,Lunchbox LP,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q364875,ToddRundgren.png,No machine-readable author provided. CommonsHelper2 Bot assumed (based on copyright claims).,Public domain,,ok
Q364983,Henri Duparc.jpg,,,,no credit
Q365243,"Terry Riley, Tokyo 8 Nov 2017 (cropped).jpg","Takahiro Kyono from Tokyo, Japan",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q365560,Horace Silver by Dmitri Savitski 1989.jpg,"Dimitri Savitski, SAVITSKI",CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q3656583,Canzoniere Grecanico Salentino Horizonte 2015 1680.jpg,Rs-foto,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q365670,Roy Harper.jpg,Man Alive!,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q365985,Claude Francois 1965-4.jpg,Joost Evers for Anefo,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q366358,Jimmie Rodgers in 1931.jpg,"Victor Talking Machine Company (taken by Moss Photo, NYC)",Public domain,,ok
Q366469,Spade Cooley Billboard alt.jpg,Unknown author,Public domain,,ok
Q366506,13-06-09 RaR Dizzee Rascal 10 (cropped).jpg,Achim Raschka (talk),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q366584,George Strait on stage.jpg,Craig ONeal,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q366711,Hába.JPG,n/a ?,Public domain,,ok
Q366714,Model500 3.jpg,"Angie Schwendemann from Detroit, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q367129,"Roy Rogers, NPG 2000 21 (cropped).jpg",Harry Warnecke / Robert F. Cranston,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q3672076,Shawnmilke.jpg,Shandi-lee,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q367508,Eric Dolphy - Dorsey - 1947.jpg,None listed,Public domain,,ok
Q36844,Rihanna visits U.S. Embassy in Barbados 2024 (cropped).jpg,U.S. Embassy Bridgetown,Public domain,,ok
Q368449,Vasks11.jpg,Hokit,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q368961,Nightmares In wax 1980.jpg,Mathew Street,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q3694816,Pathanay khan.jpg,Javaidiqbalraza,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q3694931,Gurdas Maan1.jpg,Bollywood Hungama,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q3695398,Andrew Scheer celebrated Indian Independence Day (44177059821) (cropped).jpg,Andrew Scheer,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q369724,Portrait of Tom Lehrer in c. 1957.jpg,Paul Winik of Boston,Public domain,,ok
Q369822,Sonar 2010 - Moodymann.jpg,acidpolly,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q369916,Charlemagne Palestine at De Appel 1 feb 2014.JPG,Sandra Fauconnier,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q370400,LosLobos.jpg,Lee Paxton,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q370835,Cynic live 2009-2.jpg,Shadowgate,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q371,Chk Chk Chk - Heaven 14th October 2022 (1).jpg,Paul Carless,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q37150,Lana Del Rey Seattle.jpg,"Mike Monaghan from Seattle, United States",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q371508,Blues is a woman Reitz (cropped-Sippie Wallace).jpg,Barbara Weinberg Barefield,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q371535,"Skinny Puppy @ The Vic, Chicago 2-21-2014.jpg",swimfinfan from Chicago,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q371782,Alison Krauss Crop.png,"Original photo by Forrest L. Smith, III. Cropped by Sven Manguard at en.wikipedia",Public domain,,ok
Q371938,Chicago band 1973.jpg,Columbia Records,Public domain,,ok
Q371997,Barenaked Ladies miming golf.jpg,en:User:TheHYPO,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q372820,Jerry Butler (1970).png,Mercury Records,Public domain,,ok
Q373057,Simon Posford at Soulclipse.jpg,Digitalex,Public domain,,ok
Q3743009,Ferrante & Teicher 1969.JPG,"William Morris Agency (management)/photographer-Maurice Seymour, New York",Public domain,,ok
Q374747,SkilletRTR.png,ThePanhead,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q3751549,Franco Ricciardi 2014.jpg,Gennaro De Martino,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q3752508,Benito Lertxundi 1971.jpg,Javier Garayalde,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q375364,No Use for a Name 2012-01-09 01.jpg,IllaZilla,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q3756611,"Le Mans, spanish band.jpg",Facundil,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q375888,"(Portrait of Calypso, between 1938 and 1948) (LOC) (5189345267).jpg",The Library of Congress,No restrictions,https://www.flickr.com/commons/usage/,ok
Q375950,Infest 2016 Bands 27-Aug 2016 Velvet Acid Christ (29246330461).jpg,"adam w from London, UK",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q376651,Mortiis2.jpg,Edwin Ridderhof,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q377387,Gravediggaz-02-mika.jpg,Mika-photography,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q377956,Silvio Rodríguez - Plaza de Mayo - Festival Todos Somos Argentinos-25-may-04-presidencia-govar.jpg,no mention,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q3780177,Nicomedes Santa Cruz.jpg,No informado,Public domain,,ok
Q378858,"Gil Scott-Heron - 10-03-2009 San Francisco, California.jpg",Adam Turner,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q378876,Richie Hawtin-SMS-2018-4.jpg,Sven Volkens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q378948,FOTNephilim.jpg,Wilson Bilkovich,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q378958,The Black Crowes Live at the Hammerstein Ballroom.jpg,Claude-Étienne Armingaud - Claudé,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,ok
Q379548,Peabo Bryson.jpg,"Kingkongphoto &amp; www.celebrity-photos.com from Laurel Maryland, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q379684,Nils-Aslak-Valkeapaa.jpg,AnonymousUnknown author,Public domain,,ok
Q379707,Bismillah at Concert1 (edited).jpg,Robert Garfias,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q379802,20111015 174748 phil-ochs.jpg,Chip.berlet,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q379852,DEG Zenith.jpg,Original uploader was Gorkab Nitrix at fr.wikipedia,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,ok
Q379992,Mikel Laboa abeslaria.jpg,Gotzon Egia,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q38002101,Lil Pump Fillmore Auditorium (cropped).jpg,"Julio Enriquez from Denver,CO, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q380126,Hijokaidan-2.jpg,ultrafuckers,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q380261,Little Walter.JPG,Miriam Guterland,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q380517,Claudius Merulus.jpg,Unknown author,Public domain,,ok
Q380673,Osvaldo pugliese de gala.jpg,Unknown,Public domain,,ok
Q380711,Toumani Diabaté.jpg,jbach,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q380821,Gustavo Lima 2021.jpg,Record TV Goiás,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q380927,Alan Jackson 1.jpg,"John Mathew Smith &amp; www.celebrity-photos.com from Laurel Maryland, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q3809570,JohnReubencropped.jpg,Jonathan Powell,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q3816143,2015-07-19 6748 Kölsch (Sea You).jpg,Robin Krahl,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q3816355,Kongar-ol Ondar.jpg,Bill Loewy,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q3817217,Roscoe Holcomb 1960s LOC.jpg,"American Folklife Center, Library of Congress",Public domain,,ok
Q381843,Anibal Troilo 1971.png,Alicia D'Amico,Public domain,,ok
Q381883,Aesop Rock Capitol Hill 2007 DSC 0202.jpg,"Alex Blackstock from San Francisco, CA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q38257,Enya - The Orlando Sentinel (1989) (cropped).jpg,Orlando Sentinel/ Associated Press,Public domain,,ok
Q382570,Jaime Roos.jpg,Zeroth,Public domain,,ok
Q3826503,Jesus Vasquez 1994.jpg,This image was scanned by Miguel Alan Córdova Silva (user MiguelAlanCS). Other scanned image see here,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q382748,Howard Hanson (1959 still).jpg,Unknown author,Public domain,,ok
Q3827948,Laurie Berkner (29326823611).jpg,PoolSafely,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q382890,Oasis - Wembley Stadium - Saturday 27th September 2025.jpg,Raph_PH,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q382901,Mulatu Astatke Cosmopolite 2017 (221840).jpg,Tore Sætre,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q382962,M John Hurt.jpg,Library of Congress photo,Public domain,,ok
Q383197,Jintara Poonlarb Kaapelitehdas Helsinki Finland 26 05 2007.jpg,Mika Toropainen,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q384023,Cinderella3.JPG,Osvaldo Loiacono,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q3843061,Mafikizolo Performing at MTV Africa Music Awards 2014.JPG,Akidjoh,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q3846033,MarcoCorbelli2.jpg,Denny Lugli,Public domain,,ok
Q385498,Paris - Salon du livre 2012 - Martinho Da Vila - 002.jpg,Thesupermat,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q385618,"Melvins live in Knoxville, Tennessee, June 2022.jpg",AppalachianCentrist,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q385650,Super Cat Oct 2021 (cropped).png,Argles Barkley,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q385841,The McCoys 1966 with Rick Derringer.jpg,"Hit Parader magazine This is a retouched picture, which means that it has been digitally altered from its original versi",Public domain,,ok
Q385861,Proyecto Uno con su fundador Nelson Zapata con Kid G y Paolo.jpg,NELSON ZAPATA,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q386747,ALIM0963.JPG,Lewismaster,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q387288,Andy C.jpg,en:User:Alkivar,Public domain,,ok
Q387710,Jose Mari Chan.jpg,Presidential Communications Office,Public domain,,ok
Q3879772,Nuova Compagnia di Canto Popolare.JPG,Unknown author,Public domain,,ok
Q3881496,Old 97's at The Crocodile.jpg,David Lee,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q389008,After Forever Circo Voador.jpg,"Allert Aalders from Utrecht, Netherlands",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q3891609,"Moreira da Silva, 1957.tif",Unknown,Public domain,,ok
Q3891705,Paleface Vaasa.jpg,kallerna,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q390300,Agalloch in 2005.jpg,Mark Coatsworth,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q390684,Trivium - Wacken Open Air 2023 03.jpg,Frank Schwichtenberg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q390963,Spring Awakening Music Festival 6 16 2013 (9157130674) (cropped).jpg,swimfinfan from Chicago,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q391397,Sung Si-kyung in March 2011 from acrofan.jpg,acrofan.com,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q391969,"MGMT - Heaven, 18th March 2010.jpg",Aurelien Guichard,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q392,DylanYoungKilkenny140719v2 (50 of 52) (52246124397) (cropped).jpg,Raph_PH,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q39224,Hoodie Allen 2013.png,Tiffany Ronquillo,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q392768,2008-06-27 - Bang Your Head - Heavy Metal Festival - Germany - Balingen - Agent Steel - edited.JPG,Mo123,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q3930163,Raoul Casadei.png,Unknown author,Public domain,,ok
Q3930275,Cashmere cat.jpg,Wp-janh,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q3943924,Shadmehr live in concert.JPG,سندباد at Persian Wikipedia,GFDL,http://www.gnu.org/copyleft/fdl.html,ok
Q3948333,"Sandy Bull, 1968.jpg",Unknown author,Public domain,,ok
Q395013,Agnostic Front – Reload Festival 2016 03.jpg,Frank Schwichtenberg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q395327,Agonoize etropolis2014 (16).jpg,Ordercrazy,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q3954017,Secondo Casadei.jpg,Audioenjoy,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q396,U2 on Joshua Tree Tour 2017 Brussels 8-1-17.jpg,Remy,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q39639,"Brad Paisley performing at Caesars Windsor, 2022-05-29 05 (cropped).jpg",Crisco 1492,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q397738,Concierto-agua-marina-piura-2024.jpg,CarlosEduardoPA,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q3990545,TTNG.jpg,Allan Wan from United States,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q399318,"Agustín Lara, circa 1950s.jpg",Secretaría de Cultura CDMX,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q3993250,Tony Humphries.jpg,Ksc23ksc,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q3998800,Trillville.jpg,Icorponline,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q3998921,Trio Mocotó.jpg,TV Brasil,CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en,ok
Q4000594,Turf Talk 2006.jpg,Ekmz,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q400094,Otto playing live at Ushuaia Ibiza.jpeg,Fiesta Hotels &amp; Resorts S.L.The original uploader was Alice Rising at English Wikipedia..,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q401893,Ahmet Kaya.jpg,www.ahmetkaya.com,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q4028,Paul Simon at the 9-30 Club (b).jpg,Matthew Straubmuller (imatty35),CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q4030,Duke Ellington - publicity.JPG,Unknown author,Public domain,,ok
Q4034017,Andrew Jackson Jihad 2014.jpg,The Zender Agenda,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q4036325,Club des Belugas.jpg,Club des Belugas,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q4037708,Duster 2023 NYC.jpg,Will Bonniker,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q4038788,Fisk Jubilee Singers 1882.jpg,"Prints &amp; Photographs Department, MSRC",Public domain,,ok
Q4038837,Flume ARIA 2013 (cropped).jpg,Eva Rinaldi,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q40422,Keak Da Sneak June 2008 (cropped).JPG,,,,no credit
Q4042308,Kemal-and-Rob-Data.jpg,Bakemono,Public domain,,ok
Q4050792,Teengenerate.jpg,Masao Nakagami,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q405269,Cattle Decapitation at Inferno 2016 - 26166510895.jpg,Septikphoto,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q40586,Gipsy Kings (ZMF 2016) jm17802.jpg,joergens.mi,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q4061,Woody Guthrie.jpg,"Al Aumuller, photographer. NYWT&amp;S staff photograph.",Public domain,,ok
Q406379,NormaJeanbyRachel.jpg,Rachel Rodemann,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q407814,Airsupply.jpg,Philkon at English Wikipedia,Public domain,,ok
Q40890697,Trippie Redd 2023.png,MILLION DOLLAZ WORTH OF GAME,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q40912,Frank Sinatra '57.jpg,Columbia Pictures Corporation,Public domain,,ok
Q41076,Mariah Carey Library of Congress 2023 2 (cropped)02.jpg,Shawn Miller,Public domain,,ok
Q4115951,Wadih El Safi.jpg,Ayham tnnary,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q4116976,Florin Salam.png,"Whiskyice, cropped by Ionutzmovie",CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q4123831,Gaby Amarantos em 2024.png,Multishow TVZ,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q4124883,"Ronnie Von, Fundo Correio da Manhã - 2.tiff",Unknown,Public domain,,ok
Q41265,Festival del Huaso de Olmué 2019 - 2019-01-19 - 17.jpg,Carlos Figueroa Rojas,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q4130411,Anastasia vyaltseva 2.gif,Е. Л. Мрозовская,Public domain,,ok
Q41309,FLisztFXD.jpg,Franz Hanfstaengl,Public domain,,ok
Q41556490,"RP Boo @ Pitchfork, Chicago 7-16-2016 (28135851444).jpg",swimfinfan from Chicago,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q41594,Christina Aguilera (2006).jpg,Rafael Amado Deras,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q4167927,2020SPGRobotsPromo.jpg,Steam Powered Giraffe LLC,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q417451,Akercocke @ Damnation Festival 2009 Matt Wilcock.jpg,adam w,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q42018,Anuradha Paudwal 57th Idea Filmfare Awards 2011.jpg,Bollywood Hungama,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q42023,Jungle brothers-mika.jpg,Mikamote,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q420880,"They Might Be Giants in Asheville, 2025.jpg",CharlesMichael2002,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q4214,Adam de la halle.jpg,Unknown author,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q4216454,Jabbar Garyagdioglu.jpg,Unknown author,Public domain,,ok
Q4217170,Hernan Cattaneo - in Toronto.jpg,Peter Drier (drierp) from Canada,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q42211709,Smokepurpp.jpg,The Come Up Show,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q42224353,Ski Mask The Slump God (2018).jpg,DiFronzo,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q4226573,Vadim Kozin.jpg,"Stamped envelope issuing authority - ""Marka"" Publishing &amp; Trading Centre http://rusmarka.ru/",Public domain,,ok
Q42336667,"Nothing,Nowhere - Rock am Ring 2019-2460.jpg","Andreas Lawen, Fotandi",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q423707,AkufenBaltimore.jpg,© 2004 AlexReynolds at en.wikipedia,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,ok
Q42402,2025 Andrea Bocelli in the White House Oval Office on October 17 (cropped).jpg,The White House,Public domain,,ok
Q42455,"Björk by Hello, I am Bruce at Nature Awareness Nattura concert Reykjavik 2008.jpg","Bruce McAdam from Reykjavik, Iceland",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q42482,Iron Maiden Irvine 2008.jpg,Anne Varak,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q425728,Narayan Gopal.jpg,Madan Puraskar Pustakalaya,Public domain,,ok
Q425772,Ministry - Wacken Open Air 2016-AL2884.jpg,"Andreas Lawen, Fotandi",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q4262957,Fariz RM.jpg,Yudha Singa,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q426827,Third Day in Concert02.JPG,Bigroger27509,Public domain,,ok
Q42775,"Johnny Cash ""The Johnny Cash Spring Special"" (1979 CBS press photo).jpg",CBS Television,Public domain,,ok
Q4280436,Junoonlive.jpg,,,,no credit
Q428347,Jóhann Jóhannsson by Sachyn Mital (cropped).jpg,Sachyn Mital,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q429952,Conflict.jpg,photo by Graham Burnett (quercus robur). If re-used a credit would be appreciated but is not compulsory!,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q430216,Rigo Tovar (cropped).jpg,MX,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q430224,Buckcherry Rock am Ring 2014 (24).JPG,User:Goroth (Jan Brauer),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q430613,Nino Bravo foto HD (cropped).png,Revista Mundo Joven,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q431355,Modest Mouse UPT.jpg,"John from Jersey City, United States",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q43137,Софія Ротару (cropped).jpg,ОПУ,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q431554,Lucha Reyes (cantante peruana).jpg,El Comercio,Public domain,,ok
Q431700,Warped Tour 2010 Maryland.jpg,Ted Van Pelt,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q43189,"2023-11-16 Gala de los Latin Grammy, 14 (cropped).jpg",Junta de Andalucía,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q432069,"Parra, Angel -FILSA 2015 11 01 fRF04.jpg",Rodrigo Fernández,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q432302,George Winston Autograph (cropped).jpg,PeoplesRepublicofWesternVirginia,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q432552,KRS-One 2002.jpg,MikaV,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q43259,NO DOUBT 327b Brian McCauley.jpg,BrianTheMute,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q43267,Jackson 5 tv special 1972.JPG,CBS Television,Public domain,,ok
Q432938,Reynaldo Hahn.jpg,Paul Nadar,Public domain,,ok
Q433060,Daniel Johnston and British Sea Power (6935765808) (cropped).jpg,Paul Hudson from United Kingdom,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q433661,Glenn Branca (cropped).jpg,The original uploader was DanKassem at English Wikipedia.,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q433745,محمدرضا لطفی - Mohamdreza Lotfi.jpg,Romissa Mofidi,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q434106,Marinella2008.jpg,Konssi,Public domain,,ok
Q434372,Altanlive.jpg,Sleepyhead2,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q434821,Leon Minkus -photo by B. Braquehais -circa 1865.JPG,Bruno Braquehais,Public domain,,ok
Q434916,Luigi Russolo ca. 1916.gif,From en.wikipedia. [1],Public domain,,ok
Q43510,Nightwish au Rockhal 2015.JPG,Fafle7429,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q435176,Elza Soares.jpg,Ministério da Cultura,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q4353806,"Viking Cinderella, 20221123, Streaplers, Etage, 05.jpg",AleWi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q4354163,Savage Deceptikonz 2007 (cropped).jpg,Rishi C,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q435552,Lightnin' Hopkins.jpg,33stradale,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q435600,Jimmy Reed Vee-Jay press photo.jpg,Distributed by Vee-Jay Records,Public domain,,ok
