wikidata_id,name,kind,start,country,genres,photo_file,photo_author,photo_license,photo_license_url
Q1969558,Otomo Yoshihide,person,1987,Japan,Q3587612|Q2484587,Otomo Yoshihide.jpg,Schorle,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q19697,Motörhead,group,1975,United Kingdom,Q12326776|Q38848|Q211723,"Motorhead in Indianapolis (September 9, 2015) - Jessica Branstetter 09.jpg",Jessica Branstetter,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q1970440,The Blue Nile,group,1981,United Kingdom,Q264289,,,,
Q1970451,3 Steps Ahead,person,1994,Kingdom of the Netherlands,Q820049,,,,
Q1971254,Sol Invictus,group,1987,United Kingdom,Q775614|Q106621114,Sol Invictus Live.jpg,Michael Moll,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q1971542,Ryoji Ikeda,person,1995,Japan,Q1100989|Q3503814,CarstenNicolai RyojiIkedaMoscow2007.jpg,L'ATELIERDEJACQUES/86ONION,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q1971690,The Teardrop Explodes,group,1978,United Kingdom,Q703778,,,,
Q197230,16 Horsepower,group,1992,United States,Q65052052,Edwardsgit.jpg,Barbara Mürdter,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q19734,DJ Ötzi,person,1999,Austria,Q114443489,DJÖtzi Das Beste der Feste1.jpg,CHR!S,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q1974431,Negritude Júnior,group,1986,Brazil,Q10343541,Sambagamboa negritudejr 01.jpg,Mídia promocional do programa Samba na Gamboa,CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en
Q19744918,Via Vallen,person,2006,Indonesia,Q1159539|Q31174954,Via Vallen ICA 2018.png,Netmediatama,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q19758833,Billy J. Kramer & The Dakotas,group,,United Kingdom,Q2344635,,,,
Q1976619,Robert Rich,person,1981,United States,Q98528139,,,,
Q1978005,Nerf Herder,group,1994,United States,Q2324411,Nerf Herder Promo Band Photo 2013.jpg,NerfHerder band,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q1980296,Joseph Kobzon,person,1956,Soviet Union,Q107539904,Official portrait of Iosif Kobzon (1).jpg,duma.gov.ru,CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q19804505,A. Ramlie,person,1960,Singapore,Q12701217,,,,
Q19816655,KSHMR,person,2014,United States,Q15300817,Kshmr-djmag-2024.jpg,KSHMR,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en
Q19840134,Ghost Bath,group,2012,United States,Q16855754,,,,
Q19845354,Matoma,person,2014,Norway,Q18342587,Matoma Stavernfestivalen 2019 (163257).jpg,Tore Sætre,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q19846501,Bethel Music,group,2001,United States,Q1339121,,,,
Q198546,R. Carlos Nakai,person,1982,United States,Q112593424,Carlos Nakai no concerto em Moscovo.jpg,"Hugo Ramos from Lisbon, Portugal",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q19873918,Danny L Harle,person,2010,United Kingdom,Q106591506,"Danny L. Harle, 2026 (cropped).jpg",Kalai Ramu,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q19881943,Stolas,group,2011,United States,Q115684103,,,,
Q19886334,Orlando Julius,person,2022,Nigeria,Q388296|Q106641536,"Orlando Julius, Montreal 2016-07-06 - 081.jpg",Jeangagnon,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q198939,Javier Solís,person,1950,Mexico,Q489913|Q464129|Q727634,Javier Solís in 1966 (cropped).jpg,Unknown author,Public domain,
Q1990153,Bardo Pond,group,1991,United States,Q109077288,,,,
Q1990612,Nikola Karović i Slavko Perović,group,,,Q8059887,,,,
Q1990992,Azis,person,1999,Bulgaria,Q870340,Azis in 2018 (cropped).png,Azis Online,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q1991928,Amesoeurs,group,2004,France,Q16855754,,,,
Q1992348,Aldemaro Romero,person,1937,Venezuela,Q6050834,Aldemaro Romero.jpg,Guillermo Ramos Flamerich,CC BY 2.5,https://creativecommons.org/licenses/by/2.5
Q1993035,Ninjaman,person,1978,Jamaica,Q740911,,,,
Q1993589,Mỹ Tâm,person,1999,Vietnam,Q5398894,MY TAM - LIGHT & SHADOW LIVE - INAX VIETNAM.jpg,INAX Vietnam,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q199666,Adoniran Barbosa,person,1935,Brazil,Q11403,Adoniran Barbosa 1935.jpg,Unknown author,Public domain,
Q1998551,Datsik,person,2008,Canada,Q20903,Ephwurd (cropped).jpg,Piper Ferguson,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q2000558,The Delfonics,group,1965,United States,Q1546028,The Delphonics 1995.jpg,"John Mathew Smith &amp; www.celebrity-photos.com from Laurel Maryland, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q2000598,Steven Curtis Chapman,person,1987,United States,Q1379958,Steven Curtis Chapman.jpg,klndonnelly,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q2000851,The Avalanches,group,1997,Australia,Q1744304|Q7205507|Q7410145,StrokesRosendal080622-2 (52144817677).jpg,Raph_PH,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q2001096,Vice Squad,group,1978,United Kingdom,Q1750088,Vice Squad - 20051002.jpg,Unknown; originally uploaded to en.wikipedia by Stargtr at en.wikipedia.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q200131,Antônio Carlos Jobim,person,1956,Brazil,Q18345375|Q486263,Antônio Carlos Jobim (cropped).jpg,UnknownUnknown ; Restoration by User:PerfectSoundWhatever,Public domain,
Q20019100,Tricot,group,2010,Japan,Q1132152,,,,
Q2004533,The Blasters,group,1979,United States,Q1929352,Dave Alvin.jpg,c8mills,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q20045968,MC Livinho,person,1994,Brazil,Q117745223,MC Livinho.png,Wagner Ribeiro,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q2004743,Alabama Thunderpussy,group,1996,United States,Q56353998,Alabamathunderpussyband.jpeg,No machine-readable author provided. Cecil assumed (based on copyright claims).,Public domain,
Q20049460,DJ Marfox,person,2002,Portugal,Q108297194,Dj-marfox.jpg,DJ Marfox,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q20055659,Stormzy,person,2010,United Kingdom,Q1166726,Stormzy - Openair Frauenfeld 2019 03.jpg,Frank Schwichtenberg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q200577,Sean Paul,person,1994,Jamaica,Q474027,Sean Paul 2024 (cropped).jpg,BOSS TALK 101,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q200580,Guillaume de Machaut,person,1300,France,Q163775|Q210854|Q188285|Q217295,Machaut.jpg,AnonymousUnknown author,Public domain,
Q200586,Sheryl Crow,person,1986,United States,Q484641,SherlCrowBourbon220918-37 (40902712813) (cropped).jpg,Raph_PH,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q200717,Wynn Stewart,person,1954,United States,Q804401,Wynn Stewart.png,Capitol Records,Public domain,
Q200769,The Flying Burrito Brothers,group,1968,United States,Q613408,The Flying Burrito Brothers.png,A&amp;M Records,Public domain,
Q200791,Archie Shepp,person,1960,United States,Q211781,Archie shepp Warszawa 1.jpg,Kotoviski photographed by Henryk Kotowski,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q2008329,Tante Leen,person,1912,Kingdom of the Netherlands,Q2138639,Tante Leen (1971).jpg,W. Punt for Anefo,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en
Q2008427,The Oak Ridge Boys,group,1947,United States,Q2022163,The Oak Ridge Boys by Gage Skidmore.jpg,Gage Skidmore,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q200867,Gustav Holst,person,1904,United Kingdom of Great Britain and Ireland,Q48810672,Gustav Holst.jpg,Herbert Lambert,Public domain,
Q20088184,She Past Away,group,2006,Turkey,Q3840596,14-07-26 Amphi She past away 08.jpg,Achim Raschka,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q20088941,Nana Ampadu,person,1963,Ghana,Q963061,,,,
Q2011936,Lonesome Sundown,person,1980,United States,Q534606|Q515074,,,,
Q2012006,Emarosa,group,2006,United States,Q131481683,Emarosaband.jpg,Photographer Celina Muehlbauer,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q201207,Stratovarius,group,1984,Finland,Q57143,Stratovarius - Wacken Open Air 2022 04.jpg,Frank Schwichtenberg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q201494,Harry Partch,person,1901,United States,Q109678435,Harry Partch portrait 1952.jpg,Unknown author,Public domain,
Q20153,Girls' Generation,group,2007,South Korea,Q213665,220728 GG poleposition 266 (53595169645).jpg,"Spes Sublimitas from Korea, Republic Of",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q201669,Bad Religion,group,1980,United States,Q542703,2018 RiP - Bad Religion - by 2eight - 8SC7146.jpg,Stefan Brending (2eight),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q20191939,Invent Animate,group,2011,United States,Q30587784,,,,
Q2019573,Bam Bam,group,,United States,Q341364,,,,
Q202041,Jamiroquai,group,1992,United Kingdom,Q221772,Jamiroquai 2018 Coachella18W1-121 (27188172187).jpg,Raph_PH,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q2021108,Olodum,group,1979,Brazil,Q455686,Olodum-drummers.jpg,The original uploader was Mateuszica at Portuguese Wikipedia.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q2023132,Omar Pene,person,1955,Senegal,Q556959,Omar Pene Roubaix 2023.jpg,Score Beethoven,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q202314,Thin Lizzy,group,1969,Ireland,Q83270,Thin Lizzy - TopPop 1974 1.png,AVRO,CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en
Q2023278,Omen,group,1983,United States,Q108665742,Omen.jpg,Metallatino1973,Public domain,
Q2023435,Rob Haigh,person,1979,United Kingdom,Q1102161,,,,
Q20235,Franzl Lang,person,1957,Germany,Q60030725,Franzl Lang (cropped).jpg,Unknown author,Public domain,
Q202729,Jerry Lee Lewis,person,1949,United States,Q7749|Q203720|Q2090023,Jerry Lee Lewis 1950s publicity photo cropped retouched.jpg,"photographer:Maurice Seymour, Chicago",Public domain,
Q2027370,Robbie Jansen,person,1949,South Africa,Q1034231,,,,
Q202741,Blondie,group,1974,United States,Q187760,Blondie1977.jpg,Private Stock Records,Public domain,
Q202937,Stevie Ray Vaughan,person,1965,United States,Q193355|Q1271752|Q640097|Q98528142|Q65937937,Stevie Ray Vaughan Live 1983.jpg,Bbadventure,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q2030958,The Spinners,group,1954,United States,Q1546028,The Spinners (1965).png,Motown,Public domain,
Q20311234,Lane 8,person,2012,United States,Q116296482,"Spring Awakening Music Festival, Chicago 6 13 2015 (20045356531) (cropped).jpg",swimfinfan from Chicago,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q2031558,Orquesta Aragón,group,1939,Cuba,Q16986699|Q107195014,,,,
Q2031683,Textures,group,2001,Netherlands,Q2532560,Textures.jpg,Dutch Tool,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en
Q2031780,Rasputina,group,1992,United States,Q1166158,Rasputina1.jpg,Photographer Ryan Obermeyer. Copyright holder Virtual Label LLC.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q2032898,Paulo Flores,person,1972,Angola,Q1470503,Paulo Flores.png,Bantuwords,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en
Q2033206,Intocable,group,1994,United States,Q1780056,Intocable0519-1000.jpg,en:User:Dwightmccann,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5
Q2033431,Red Harvest,group,1989,Norway,Q3008122,Redharvest bykfd.jpg,KFD,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q203413,Alfredo Zitarrosa,person,1936,Uruguay,Q942955,,,,
Q2036827,Utah Saints,group,1991,United Kingdom,Q1585075|Q898709,,,,
Q2037019,Banco de Gaia,person,1991,United Kingdom,Q3613770,,,,
Q203736,Cream,group,1966,United Kingdom,Q193355|Q206159|Q918542,Cream Clapton Bruce Baker 1960s.jpg,General Artists Corporation (management) /Atco Records (the band's record label at one time).,Public domain,
Q2038255,Celina González,person,1929,Cuba,Q3410882,Celina gonzalez2.jpg,https://www.ecured.cu/Usuario:Perico2_jc,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q2038634,U. Srinivas,person,1978,India,Q956883,U. Srinivas 2009.jpg,"Aparna Subramanian from Pune, India",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q203871,Rush,group,1968,Canada,Q49451,Rush-in-concert.jpg,Enrico Frangi,Public domain,
Q2039834,Otto Luening,person,1900,United States,Q5969884,,,,
Q204092,Willie Dixon,person,1939,United States,Q1071873,Willie Dixon.jpg,Brianmcmillen,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q2042222,Bong-Ra,person,1972,Kingdom of the Netherlands,Q903735|Q1275972,,,,
Q204289,Boston,group,1976,United States,Q379033|Q16527140,"Boston Strong Concert-May 30, 2013.jpg",Michael Borkson,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q204328,Kansas,group,1970,United States,Q16527140,Kansas Full 2.JPG,PePzi NL,Public domain,
Q2044389,Tyagaraja,person,1767,,Q956883,Tyagaraja (cropped).png,Unknown author,Public domain,
Q2044704,Tielman Brothers,group,1947,Netherlands,Q2097664,Tielman Brothers Majalah AKTUIL Edisi 11 Tahun 1968 (retouched).png,Majalah AKTUIL Edisi 11 Tahun 1968,Public domain,
Q20453682,M. Osman,person,1955,Malaysia,Q12701217,,,,
Q205001,Talking Heads,group,1975,United States,Q217467|Q187760|Q2281409|Q598929|Q25094849,Talking Heads Remain In Light (1980 Sire publicity photo) (5-4 cropped).jpg,Distributed by Sire Records. Photographer uncredited.,Public domain,
Q205322,Frankie Knuckles,person,1970,United States,Q851213|Q20502|Q1071961|Q874038,"Frankie Knuckles at The Mighty (SF), 2012 -2.jpg",HaeB,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q205356,Bonzo Dog Doo-Dah Band,group,1962,United Kingdom,Q1391336|Q5151495,Fenklup1968BonzoDogDooDah1.jpg,Unknown photographer,CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en
Q2053632,Parlet,group,1978,United States,Q577080,,,,
Q2056297,Pastor Troy,person,1998,United States,Q936573,Pastor Troy WHTA 2023.png,HOTSPOTATL,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q205721,Joni Mitchell,person,1967,United States,Q106298881|Q89363113,Joni Mitchell 2021 Kennedy Center Honors (cropped).jpg,Library of Congress Life,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en
Q205780,Tenacious D,group,1994,United States,Q1391336|Q5151495,TenaciousDO2160623 (38 of 62) (cropped).jpg,Raph_PH,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q205838,Bloc Party,group,2003,United Kingdom,Q2281409|Q1899347,,,,
Q205876,Mighty Sparrow,person,1949,Grenada,Q752785,Mighty Sparrow 2015 (profile).jpg,U.S. Embassy Trinidad and Tobago,Public domain,
Q206032,Gucci Mane,person,2001,United States,Q2913982,"Gucci Mane, Clout Festival 2024 03 (cropped).jpg",Wojciech Pędzich,CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q206112,Willie Nelson,person,1956,United States,Q83440|Q4490991|Q964658,Willie UK2K7 2.JPG,Robbiework at English Wikipedia (Original text: Robbiework (talk)),CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q20615,Knife Party,group,2011,Australia,Q11691380|Q20903,"Knife Party @ Concord, Chicago.jpg",swimfinfan,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q206181,Hank Williams,person,1937,United States,Q83440|Q5128236|Q3140141|Q65943778,Hank Williams Promotional Photo.jpg,WSM radio,Public domain,
Q2062170,Trouble,group,1979,United States,Q186170|Q108979517,Trouble - Jalometalli 2008 - 02.jpg,Cecil,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q206244,Stéphane Grappelli,person,1908,Italy,Q844245,Stephane Grappelli Allan Warren.jpg,Allan warren,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q206275,Pérotin,person,1155,Kingdom of France,Q163775|Q163491,Pérotin photo.jpg,AnonymousUnknown author,Public domain,
Q206304,Ray Conniff,person,1916,United States,Q848399,Ray Conniff (1967).png,Columbia Records,Public domain,
Q20630566,Mitch Murder,person,2009,Sweden,Q140369806,,,,
Q2063678,Tiktak,group,1999,Finland,Q1619932,TiktakSuomipop2018.jpg,Sitruunapippuri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q2063684,Vesta Tilley,person,1864,United Kingdom of Great Britain and Ireland,Q940462,,,,
Q206439,Isaac Hayes,person,1963,United States,Q105334717,Issac Hayes 1971 press photo.jpg,Unknown photographer,Public domain,
Q20645861,Twice,group,2015,South Korea,Q213665,260618 TWICE.png,Upload: K-POPit 티비텐,CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q206466,Mahalia Jackson,person,1927,United States,Q180268|Q880270,"Mahalia Jackson 1962, van Vechten, LC-USZ62-91314 (cropped).jpg",Carl Van Vechten,Public domain,
Q20667368,Ladybaby,group,2015,Japan,Q16096634,"T-SPOOK 2016 Ladybeard, Furukawa Yuka & Pe (Onechans) (33773956182).jpg","Dick Thomas Johnson from Tokyo, Japan",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q20672,Pendulum,group,2002,Australia,Q188994|Q107332291,Pendulum Live Electric 2007.jpg,"wonker from London, United Kingdom",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q2067516,Vicente Feliú,person,1947,Cuba,Q497957,Vicente Feliu 2015.jpg,Ministerio de Cultura de la Nación Argentina,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q20684153,Hail the Sun,group,2009,United States,Q141458789|Q115684103,,,,
Q20685120,Perturbator,person,2012,France,Q19938910|Q60973191,Perturbator - Rock am Ring 2017-AL6879.jpg,"Andreas Lawen, Fotandi",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q2068562,Pen Cayetano,person,1954,Belize,Q283405,,,,
Q2069239,Pale Saints,group,1987,United Kingdom,Q272167,Pale Saints01.jpg,Cyrille Folliot,CC BY 2.5,https://creativecommons.org/licenses/by/2.5
Q206939,Elvis Costello,person,1970,United Kingdom,Q187760,Elvis Costello 2012.JPG,Robman94,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q20709,Swedish House Mafia,group,2007,Sweden,Q106634944,Swedish House Mafia 2012-06-16 001.jpg,Parlophone Music Sweden,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q2071101,Periphery,group,2004,United States,Q2532560|Q30587784,Periphery - 01.jpg,Carlos Delgado,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q20730471,Bako Dagnon,person,1966,Mali,Q107123896,,,,
Q2073149,Hammamizade İsmail Dede Efendi,person,1778,Ottoman Empire,Q1518063,Hammâmizâde İsmâîl Dede Efendi .jpg,Çok eski bir resim olduğundan kimin çizdiği bilinmiyor.,Public domain,
Q2074465,Leib Glantz,person,1898,United States,Q108297215,Memorial plaque to Leib Glantz in Tel Aviv.JPG,Avi1111 dr. avishai teicher,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q207472,Toto,group,1977,United States,Q28401124|Q16527140,TOTO live 2010 in Copenhagen in KB Hallen.JPG,Maltesen,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q207532,Giuseppe Torelli,person,1658,Republic of Venice,Q210216,Giuseppe Torelli.png,Unknown author,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en
Q2076097,The Head and the Heart,group,2009,United States,Q123421101,THATH sunset.jpg,Afunk45,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q207706,Eurythmics,group,1980,United Kingdom,Q1298934,Eurythmics 1985.jpg,Distributed by RCA Records,Public domain,
Q207717,Guillaume Dufay,person,1420,Kingdom of France,Q201405|Q2995521,DufayBinchois.jpg,Master of the Missal of Paul Beye,Public domain,
Q207731,Lamb of God,group,1994,United States,Q241662,Lamb Of God - Rock am Ring 2015-9946.jpg,"Andreas Lawen, Fotandi",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q207773,Howard Shore,person,1978,Canada,Q106594706,"Howard Shore, Canadian Film Centre, 2013-1.jpg","Sam Santos, Canadian Film Centre",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q207789,Thomas Tallis,person,1554,Kingdom of England,Q201405|Q8812109,,,,
Q207817,Amir Khusrau,person,1253,India,Q512410,Amir Khusrow 1975 stamp of India.jpg,"India Post, Government of India",GODL-India,https://data.gov.in/sites/default/files/Gazette_Notification_OGDL.pdf
Q207947,Ralph Vaughan Williams,person,1872,United Kingdom,Q48810672|Q2142754,Ralph Vaughan Williams 1913.jpeg,"James Bacon and Sons, Leeds",Public domain,
Q207951,Léo Delibes,person,1850,France,Q4851628,Delibes Leo Luckhard.png,Fritz Luckhardt,Public domain,
Q2079842,Petit-Pays,person,1967,Cameroon,Q1815364,Rabba Rabbi.jpg,Ptityorobo,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q2080180,Petra,person,1985,Finland,Q753520|Q1379958,Petra provinssi.JPG,No machine-readable author provided. Qz10 assumed (based on copyright claims).,Public domain,
Q2080533,Farley Keith,person,1984,United States,Q1071961,,,,
Q208205,Bill Evans,person,1950,United States,Q1127530,Bill Evans.jpg,Brianmcmillen,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q208211,Dead Kennedys,group,1978,United States,Q25554481|Q10922,2019 Dead Kennedys - by 2eight - ZSC5161.jpg,Stefan Brending (2eight),CC BY-SA 3.0 de,https://creativecommons.org/licenses/by-sa/3.0/de/deed.en
Q208258,France Gall,person,1963,France,Q1636684,FranceGall-1969-Radiocorriere-Italie.png,Radiocorriere TV - RAI - RadioTelevisione Italiana.,Public domain,
Q208375,William Byrd,person,1543,Kingdom of England,Q188285|Q201405|Q8812109,William Byrd.jpg,"Gerard van der Guch, d'après une peinture de Nicola Francesco Haym du British Museum",Public domain,
Q208417,Immortal,group,1990,Norway,Q132438,Immortal by Christian Misje 02.jpg,Christian Misje,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q208507,The Chemical Brothers,group,1989,United Kingdom,Q9778|Q851213|Q663519|Q858579|Q817138,"The Chemical Brothers performing in Barcelona, Spain (2007).jpg",https://www.flickr.com/photos/alterna2/,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q20851250,Curbi,person,1998,United Kingdom,Q20021059,,,,
Q2085247,Thinking Plague,group,1982,United States,Q3630966,Mike Johnson-2003.jpg,Tplague,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q2085377,Erasmo Carlos,person,1958,Brazil,Q6296743,Erasmocarlos.jpg,Fábio Rodrigues Possebom/Agência Brasil,CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en
Q208681,Kris Kristofferson,person,1959,United States,Q4490991|Q964658,Kris Kristofferson SXSW 2006 crop.jpg,Ron Baker (Kingsnake),CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q208767,The Stooges,group,1967,United States,Q27190,Iggy and The Stooges - 4572393187.jpg,aurélien.,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q208797,Ornette Coleman,person,1930,United States,Q790188|Q211781|Q5500244,Ornette Coleman.jpg,Geert Vandepoele,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q20880743,Pyrrhon,group,2008,United States,Q112144256,,,,
Q208881,Bo Diddley,person,1943,United States,Q7749,Bo Diddley.jpg,"Photographed by John Mathew Smith. Uploaded to Flickr by Kingkongphoto &amp; www.celebrity-photos.com from Laurel, Maryl",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q209182,Public Enemy,group,1986,United States,Q11401|Q969663|Q966564,Public Enemy-01-mika.jpg,MikaV,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q209212,Girolamo Frescobaldi,person,1583,Papal States,Q207683|Q746743|Q140544,"Girolamo Frescobaldi (1583-1643), engraving by Claude Mellan (1619).jpg",Claude Mellan,Public domain,
Q20926,Flux Pavilion,person,2008,United Kingdom,Q20903,Flux Pavilion23.jpg,(capsulated),CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q2092670,The Blind Boys of Alabama,group,1939,United States,Q880270,The Blind Boys of Alabama Cosmopolite 2018 (202624).jpg,Tore Sætre,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q209586,Fats Domino,person,1949,United States,Q7749|Q45981|Q3658336,Fats Domino Hamburg 1973 1605730066.jpg,Heinrich Klaffs,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q20972330,Sam Feldt,person,2014,Kingdom of the Netherlands,Q18342587,SamFeldt2020 2 srgb crop.jpg,The Media Nanny,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q209956,Weezer,group,1992,United States,Q837837|Q2324411,Weezer Bethlehem 2019 1.jpg,Hunter Kahn,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q21033832,Mefjus,person,1988,Austria,Q967654,,,,
Q2105055,Porter Ricks,group,,Germany,Q1262781,,,,
Q21061,Doctor P,person,2008,United Kingdom,Q20903,,,,
Q21066641,Bryson Tiller,person,2011,United States,Q119889474,Bryson Tiller August 2018 (cropped).jpg,AtlantaFX,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q210734,Youssou N’Dour,person,1971,Senegal,Q556959|Q2064394,YoussouNdour20090913.jpg,Kotoviski photograph by Henryk Kotowski,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q21084,Porter Robinson,person,2005,United States,Q11691380,Porter Robinson at Forest Hills Stadium 02.jpg,SWinxy,CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q21088,Zedd,person,2002,Russia,Q11691380,Zedd at Veld 2017 (cropped).jpg,Charito Yap,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q2110116,Lil Reese,person,1993,United States,Q115691081,,,,
Q2110365,Prince Far I,person,1960,Jamaica,Q98528252,,,,
Q211277,The Mamas & the Papas,group,1965,United States,Q186472|Q11700058|Q2461933,The Mamas and the Papas Ed Sullivan Show 1968.JPG,CBS Television,Public domain,
Q2113011,The Fourmost,group,1963,United Kingdom,Q2344635,The Fourmost - West Cliff theatre.jpg,Trent Williams III,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q211526,The Byrds,group,1964,United States,Q186472|Q613408|Q1702909,The Byrds (1970).jpg,Joost Evers / Anefo,CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en
