genre_id,artist_id
Q111182811,Q261641
Q111182811,Q27902902
Q111182811,Q22668666
Q111182811,Q16844889
Q110185782,Q60743679
Q110185782,Q111703543
Q110185782,Q3816143
Q110185782,Q16661959
Q110185782,Q61679307
Q110185782,Q18155080
Q110185782,Q75361
Q110185782,Q24950843
Q9149801,Q223161
Q9149801,Q795254
Q9149801,Q616371
Q9149801,Q3108903
Q9149801,Q744723
Q9149801,Q677600
Q9149801,Q705015
Q9149801,Q2667938
Q1262781,Q574739
Q1262781,Q3438097
Q1262781,Q2752431
Q1262781,Q2105055
Q1262781,Q3429882
Q1262781,Q779451
Q3084222,Q67372
Q3084222,Q705037
Q3084222,Q3290053
Q3084222,Q45339026
Q1524033,Q1432107
Q3048168,Q3368476
Q307054,Q67372
Q307054,Q105440
Q307054,Q112490531
Q307054,Q45339026
Q2866725,Q4723775
Q2866725,Q605250
Q2866725,Q321339
Q2866725,Q7634434
Q663519,Q349406
Q663519,Q272619
Q663519,Q851798
Q663519,Q6317600
Q663519,Q7600283
Q663519,Q208507
Q663519,Q50975
Q663519,Q7256860
Q858579,Q2657284
Q858579,Q272619
Q858579,Q1628382
Q858579,Q1426055
Q858579,Q208507
Q858579,Q50975
Q858579,Q7256860
Q25389262,Q13580495
Q25389262,Q851798
Q25389262,Q1431341
Q110874814,Q50975
Q110874814,Q4052305
Q2396639,Q5205253
Q2396639,Q5205343
Q2396639,Q7278635
Q1756101,Q349406
Q1756101,Q1915490
Q1756101,Q6317600
Q1756101,Q7313342
Q1756101,Q7600283
Q106521759,Q2384799
Q106521759,Q1264149
Q848852,Q1205935
Q848852,Q179262
Q848852,Q723546
Q848852,Q11278859
Q848852,Q3308199
Q848852,Q43718
Q216961,Q222900
Q216961,Q594748
Q216961,Q313366
Q216961,Q156783
Q216961,Q572077
Q216961,Q41108
Q216961,Q705689
Q930592,Q240403
Q930592,Q28213309
Q930592,Q311748
Q930592,Q2424461
Q930592,Q729952
Q2076779,Q213388
Q2076779,Q4355668
Q2076779,Q601243
Q2076779,Q1201400
Q2076779,Q749050
Q2076779,Q936010
Q170435,Q323187
Q170435,Q62617
Q170435,Q13580495
Q170435,Q311157
Q170435,Q321339
Q170435,Q77034
Q170435,Q61011
Q170435,Q183508
Q481900,Q668538
Q481900,Q819299
Q481900,Q2908818
Q16837290,Q76913
Q832665,Q67311
Q832665,Q62945
Q832665,Q709234
Q2260696,Q13580495
Q2260696,Q57784
Q2260696,Q77034
Q2260696,Q556024
Q622871,Q135932234
Q622871,Q2292862
Q622871,Q373057
Q622871,Q548994
Q622871,Q1410018
Q622871,Q1748644
Q622871,Q1134411
Q622871,Q34398202
Q835131,Q246677
Q835131,Q2299682
Q835131,Q2362276
Q835131,Q784381
Q835131,Q1355916
Q835131,Q373057
Q835131,Q1410018
Q835131,Q1748644
Q4706203,Q5422550
Q2452152,Q4352950
Q2452152,Q2236728
Q2497323,Q7403497
Q2497323,Q18690241
Q2497323,Q2407606
Q10286190,Q2292862
Q10286190,Q1547848
Q10286190,Q548994
Q10286190,Q2456997
Q10286190,Q2905142
Q2385862,Q135932234
Q2385862,Q3242296
Q2385862,Q103258
Q2385862,Q16966850
Q2385862,Q914209
Q109715837,Q7451036
Q1027999,Q77002
Q1027999,Q323187
Q1027999,Q489653
Q1027999,Q62617
Q1027999,Q76913
Q1027999,Q903496
Q1027999,Q555552
Q2302695,Q711454
Q2302695,Q279368
Q2302695,Q252893
Q1339027,Q3879978
Q1339027,Q310985
Q890887,Q77002
Q890887,Q1543955
Q890887,Q360377
Q890887,Q360591
Q890887,Q67154301
Q890887,Q1756181
Q890887,Q604835
Q890887,Q159233
Q733804,Q858880
Q733804,Q61415
Q733804,Q165138
Q733804,Q156255
Q733804,Q66054
Q1136765,Q449985
Q1136765,Q62617
Q1136765,Q311157
Q1136765,Q1366223
Q1136765,Q77034
Q1136765,Q693671
Q1136765,Q457652
Q1136765,Q183508
Q388906,Q318760
Q388906,Q563386
Q388906,Q65829
Q388906,Q1448889
Q388906,Q960974
Q388906,Q2164548
Q1585075,Q924606
Q1585075,Q438344
Q1585075,Q7390721
Q1585075,Q5851484
Q1585075,Q7256860
Q1585075,Q2036827
Q1102161,Q1337319
Q1102161,Q1154114
Q1102161,Q507845
Q1102161,Q71107071
Q1102161,Q2023435
Q1102161,Q10359176
Q1102161,Q720649
Q2710523,Q1337319
Q2710523,Q321748
Q2710523,Q71107071
Q2710523,Q10359176
Q2710523,Q720649
Q2710523,Q99674255
Q188994,Q387288
Q188994,Q1067983
Q188994,Q507845
Q188994,Q921236
Q188994,Q47227
Q188994,Q20672
Q188994,Q1349876
Q188994,Q964002
Q2842043,Q921236
Q2842043,Q917450
Q2842043,Q1349876
Q9011351,Q924606
Q9011351,Q1628891
Q9011351,Q62554723
Q9011351,Q1349876
Q9011351,Q964002
Q46649,Q113569963
Q46649,Q1154114
Q46649,Q324346
Q1335569,Q745517
Q1335569,Q4037498
Q1335569,Q4042308
Q1335569,Q749426
Q1166321,Q3027518
Q1166321,Q2444651
Q1166321,Q4050782
Q11830421,Q1964456
Q11830421,Q18967146
Q11830421,Q7755692
Q2082572,Q1844152
Q2082572,Q701735
Q2082572,Q538289
Q2082572,Q2446878
Q2082572,Q1858715
Q2082572,Q60694463
Q2082572,Q44399
Q967654,Q745517
Q967654,Q158442
Q967654,Q21033832
Q967654,Q47227
Q967654,Q22909295
Q3179786,Q321256
Q3179786,Q5309106
Q3179786,Q1154211
Q107332291,Q1067983
Q107332291,Q941738
Q107332291,Q20672
Q107332291,Q376062
Q107332291,Q1848854
Q107332291,Q15139979
Q106404300,Q5153131
Q106404300,Q111060278
Q106404300,Q5204449
Q135553474,Q111060278
Q135553474,Q5204449
Q107010574,Q4727516
Q107010574,Q137590626
Q107010574,Q19520573
Q11693017,Q924606
Q11693017,Q16207033
Q11693017,Q507845
Q1191299,Q449323
Q1191299,Q7755692
Q56580,Q697954
Q56580,Q5111694
Q56580,Q1274028
Q820049,Q1970451
Q820049,Q1018354
Q820049,Q1375090
Q820049,Q1448889
Q820049,Q1514494
Q820049,Q960974
Q820049,Q2164548
Q1983750,Q318760
Q1983750,Q1353806
Q1983750,Q468162
Q1983750,Q1448889
Q1983750,Q650008
Q1983750,Q2690281
Q339906,Q2752365
Q339906,Q62098804
Q339906,Q3130257
Q339906,Q960974
Q339906,Q933673
Q3066180,Q28402704
Q3066180,Q933673
Q3066180,Q22909533
Q2374619,Q1166670
Q2374619,Q3095041
Q2374619,Q3130257
Q1242484,Q65829
Q903735,Q2042222
Q903735,Q1966962
Q903735,Q2486120
Q903735,Q6404409
Q903735,Q3482391
Q903735,Q120204
Q1275972,Q2042222
Q1275972,Q1966962
Q109322851,Q2282994
Q109322851,Q3482391
Q2181965,Q135037603
Q1265050,Q3021911
Q1455487,Q22210692
Q1455487,Q108631491
Q1455487,Q56305544
Q3098078,Q1154264
Q3098078,Q2162641
Q3098078,Q24872872
Q30902501,Q2934725
Q22909461,Q140667207
Q22909461,Q7256860
Q22909461,Q7899931
Q660984,Q223161
Q660984,Q247237
Q660984,Q722778
Q660984,Q1072372
Q660984,Q553861
Q660984,Q2667938
Q660984,Q120204
Q660984,Q446572
Q1259016,Q223161
Q1259016,Q1352724
Q1259016,Q553861
Q1259016,Q446572
Q2406633,Q924606
Q2406633,Q1002589
Q2406633,Q5971066
Q1165777,Q664132
Q1165777,Q154222
Q1165777,Q5205305
Q1165777,Q708129
Q1165777,Q1428002
Q1165777,Q1668351
Q1165777,Q7812349
Q1165777,Q16199899
Q780517,Q2810568
Q780517,Q437559
Q780517,Q70278516
Q780517,Q60740260
Q1751409,Q664132
Q1751409,Q154222
Q1751409,Q5205368
Q1751409,Q708129
Q1751409,Q2277022
Q1751409,Q1377724
Q1751409,Q16199899
Q4846346,Q5205411
Q4846346,Q1293555
Q5510816,Q552245
Q5510816,Q5432821
Q5510816,Q1359424
Q5510816,Q7451749
Q602561,Q1035442
Q602561,Q4036325
Q602561,Q89525
Q602561,Q2802775
Q602561,Q7727671
Q861823,Q689306
Q861823,Q518662
Q861823,Q1420144
Q861823,Q235770
Q861823,Q235095
Q861823,Q725341
Q5466607,Q16724355
Q5466607,Q1154271
Q5466607,Q22905998
Q5466607,Q41556490
Q223840,Q909017
Q223840,Q922397
Q223840,Q5207316
Q223840,Q223148
Q223840,Q516302
Q223840,Q1067714
Q223840,Q1339157
Q223840,Q1395589
Q108297238,Q13430882
Q108297238,Q909017
Q108297238,Q5207316
Q108297238,Q223148
Q108297238,Q65169266
Q108297238,Q1395589
Q21000514,Q2541836
Q21000514,Q33692845
Q21000514,Q2760921
Q21000514,Q140393557
Q2611143,Q147062
Q2611143,Q1067714
Q2611143,Q528413
Q2611143,Q1339157
Q1191544,Q1010243
Q1191544,Q2514348
Q108297194,Q20049460
Q1243254,Q311748
Q382343,Q3297853
Q513357,Q935241
Q513357,Q1252624
Q513357,Q19629991
Q362515,Q804177
Q362515,Q746955
Q362515,Q1573838
Q362515,Q570610
Q7844612,Q4636221
Q20474,Q552245
Q20474,Q104884
Q20474,Q1853792
Q20474,Q1394828
Q20474,Q1966715
Q20474,Q974298
Q20474,Q734062
Q20903,Q50674
Q20903,Q1998551
Q20903,Q21061
Q20903,Q390963
Q20903,Q20926
Q20903,Q20615
Q20903,Q19004
Q20903,Q14546605
Q65065491,Q73882406
Q98528158,Q55902818
Q98528158,Q31193390
Q98528158,Q7382510
Q2963621,Q16176303
Q106404229,Q27662462
Q106404229,Q14949098
Q1166726,Q366506
Q1166726,Q5556594
Q1166726,Q1385721
Q1166726,Q444224
Q1166726,Q913194
Q1166726,Q164446
Q1166726,Q20055659
Q1166726,Q936479
Q106654239,Q141266051
Q106654239,Q111071555
Q4965901,Q98597125
Q888137,Q5218703
Q888137,Q11856784
Q140369806,Q982784
Q140369806,Q20630566
Q9364028,Q5293828
Q1136045,Q139121
Q1136045,Q5928796
Q1136045,Q31193390
Q1136045,Q7382510
Q123922710,Q5928796
Q123922710,Q7382510
Q106514601,Q6334752
Q106514601,Q70913044
Q106514601,Q771912
Q106514601,Q5240437
Q17146868,Q16733502
Q19358266,Q3087850
Q19358266,Q187844
Q96376113,Q48698507
Q96376113,Q16149863
Q96376113,Q55584618
Q96376113,Q26370656
Q96376113,Q104839629
Q96376113,Q18161827
Q47781397,Q4671711
Q47781397,Q5461990
Q47781397,Q16234136
Q47781397,Q7670867
Q47781397,Q15613707
Q22908553,Q3930275
Q22908553,Q4038837
Q22908553,Q5928796
Q22908553,Q27662462
Q22908553,Q25345325
Q22908553,Q21621487
Q22908553,Q30132659
Q106577542,Q55955701
Q21092,Q97671621
Q21092,Q5276931
Q21092,Q6935664
Q106591506,Q18763975
Q106591506,Q19873918
Q106591506,Q19571788
Q106591506,Q18161827
Q31836693,Q24928699
Q106477753,Q51120186
Q106477753,Q35487701
Q101109587,Q8298
Q101109587,Q4331609
Q120484427,Q115920342
Q65937774,Q349406
Q65937774,Q2384799
Q65937774,Q1264149
Q65937774,Q6317600
Q65937774,Q7313342
Q65937774,Q7600283
Q389631,Q1537039
Q114443489,Q19734
Q114443489,Q96047
Q106130091,Q552245
Q106130091,Q350362
Q106130091,Q263726
Q106130091,Q14159313
Q106130091,Q1359424
Q106130091,Q1518508
Q898709,Q438344
Q898709,Q7390721
Q898709,Q5851484
Q898709,Q7256860
Q898709,Q2036827
Q6865341,Q14521452
Q6865341,Q27817130
Q98528171,Q14521452
Q98528171,Q27817130
Q135637,Q485416
Q135637,Q17305057
Q135637,Q599443
Q135637,Q7396372
Q135637,Q1150056
Q773880,Q485416
Q773880,Q1150056
Q107985638,Q1317474
Q107985638,Q95008
Q817138,Q223161
Q817138,Q42455
Q817138,Q959655
Q817138,Q14045
Q817138,Q515942
Q817138,Q193218
Q817138,Q208507
Q817138,Q849429
Q106641525,Q325111
Q106641525,Q3997302
Q106641525,Q3898491
Q3613770,Q2037019
Q3613770,Q552511
Q3613770,Q744723
Q3613770,Q924993
Q1435509,Q1036131
Q1435509,Q959655
Q1435509,Q2409957
Q1435509,Q1079264
Q325397,Q877512
Q325397,Q151783
Q325397,Q306130
Q325397,Q1784022
Q325397,Q1422764
Q325397,Q334652
Q325397,Q1239214
Q6658771,Q3307281
Q6658771,Q5281517
Q6658771,Q7753567
Q757143,Q318452
Q757143,Q707967
Q757143,Q117522
Q757143,Q1121411
Q757143,Q14045
Q757143,Q924993
Q757143,Q546930
Q757143,Q191915
Q251192,Q318452
Q251192,Q707967
Q251192,Q1121411
Q251192,Q928905
Q251192,Q546930
Q251192,Q3608376
Q251192,Q191915
Q205560,Q217716
Q205560,Q952337
Q205560,Q357418
Q205560,Q749019
Q205560,Q191352
Q205560,Q1754009
Q205560,Q313627
Q749475,Q2556934
Q749475,Q5380516
Q749475,Q1134411
Q749475,Q2658292
Q1658757,Q707084
Q85765918,Q4882032
Q85765918,Q722778
Q85765918,Q552245
Q85765918,Q7712717
Q85765918,Q3161226
Q85765918,Q7734637
Q19938910,Q24666176
Q19938910,Q28146294
Q19938910,Q982784
Q19938910,Q20685120
Q19938910,Q48700546
Q60973191,Q24666176
Q60973191,Q57701496
Q60973191,Q925877
Q60973191,Q20685120
Q1840167,Q22087924
Q1840167,Q22907541
Q1840167,Q1743088
Q1840167,Q10719888
Q1840167,Q7072798
Q2626684,Q15044595
Q2626684,Q6815694
Q2626684,Q2986540
Q2626684,Q7542670
Q2626684,Q1590013
Q2626684,Q1627479
Q15733887,Q28843403
Q15733887,Q60194398
Q15733887,Q4483079
Q15733887,Q114213152
Q15733887,Q16235124
Q15733887,Q18158295
Q80724932,Q60194398
Q124170473,Q286346
Q105763581,Q223161
Q105763581,Q16149863
Q105763581,Q247237
Q105763581,Q16203447
Q105763581,Q154556
Q105763581,Q962366
Q105763581,Q286346
Q105763581,Q1889385
Q1100989,Q683009
Q1100989,Q247237
Q1100989,Q689598
Q1100989,Q6404409
Q1100989,Q1256138
Q1100989,Q534454
Q1100989,Q1889385
Q1100989,Q1971542
Q3108920,Q3513698
Q3108920,Q594166
Q3108920,Q3106145
Q3108920,Q7261732
Q3503814,Q1741466
Q3503814,Q1518141
Q3503814,Q1971542
Q3503814,Q7689943
Q11399,Q5921
Q11399,Q2331
Q11399,Q11649
Q11399,Q2306
Q11399,Q15862
Q11399,Q1299
Q11399,Q11036
Q11399,Q93346
Q7749,Q2914477
Q7749,Q208881
Q7749,Q5977
Q7749,Q5921
Q7749,Q303
Q7749,Q209586
Q7749,Q202729
Q7749,Q82222
Q203720,Q5977
Q203720,Q310339
Q203720,Q5969
Q203720,Q303
Q203720,Q82311
Q203720,Q202729
Q203720,Q711339
Q203720,Q235223
Q65943390,Q1161663
Q65943390,Q1779387
Q65943390,Q1273740
Q2097664,Q584835
Q2097664,Q2044704
Q185162,Q123738761
Q185162,Q5351010
Q185162,Q370400
Q185162,Q110826804
Q185162,Q309725
Q220830,Q346785
Q220830,Q1682401
Q220830,Q183048
Q220830,Q1472126
Q220830,Q2165679
Q220830,Q1536429
Q220830,Q770732
Q106581470,Q346785
Q106581470,Q1452973
Q106581470,Q1472126
Q106581470,Q2165679
Q106581470,Q1536429
Q106581470,Q770732
Q108297234,Q7678153
Q108297234,Q3113502
Q112939200,Q1682401
Q112939200,Q2166038
Q112939200,Q183048
Q112939200,Q16955510
Q16011695,Q1682401
Q16011695,Q183048
Q16011695,Q16955510
Q193355,Q203736
Q193355,Q45650
Q193355,Q332635
Q193355,Q2331
Q193355,Q202937
Q193355,Q507327
Q193355,Q606226
Q193355,Q1407424
Q2266376,Q339088
Q2266376,Q114651
Q2266376,Q322265
Q2266376,Q136591
Q211573,Q1887722
Q211573,Q970502
Q211573,Q3110679
Q211573,Q2142320
Q211573,Q904921
Q211573,Q765177
Q211573,Q1536429
Q211573,Q943253
Q3752342,Q1026810
Q3752342,Q7756866
Q3752342,Q970502
Q3752342,Q385841
Q98528290,Q606226
Q98528290,Q3986249
Q98528290,Q847191
Q98528290,Q287690
Q98528290,Q211583
Q98528290,Q289405
Q98528290,Q268160
Q98528290,Q641858
Q135112757,Q667342
Q135112757,Q861190
Q135112757,Q962528
Q135112757,Q1509107
Q135112757,Q2142320
Q1650296,Q893007
Q1650296,Q346785
Q1650296,Q455818
Q1650296,Q194287
Q1650296,Q252248
Q1650296,Q212168
Q1650296,Q765861
Q1650296,Q770732
Q944465,Q48995
Q944465,Q371938
Q944465,Q1111834
Q944465,Q729505
Q944465,Q852435
Q186472,Q392
Q186472,Q48992
Q186472,Q10461933
Q186472,Q1145652
Q186472,Q484918
Q186472,Q211526
Q186472,Q211277
Q2614533,Q1145652
Q2614533,Q1454359
Q2614533,Q1427551
Q2614533,Q539955
Q2614533,Q1413921
Q2614533,Q786980
Q2662148,Q10681
Q2662148,Q858738
Q2662148,Q1629031
Q2662148,Q839817
Q2662148,Q48304
Q2662148,Q1422720
Q641318,Q1398215
Q641318,Q326034
Q641318,Q183260
Q641318,Q708220
Q641318,Q655629
Q6665252,Q1035286
Q6665252,Q11194338
Q5389389,Q45203
Q483740,Q442656
Q483740,Q1053260
Q483740,Q259405
Q483740,Q3063992
Q483740,Q477644
Q483740,Q455536
Q613408,Q189635
Q613408,Q229375
Q613408,Q1420833
Q613408,Q548990
Q613408,Q211526
Q613408,Q200769
Q136206036,Q438124
Q136206036,Q954997
Q136206036,Q16736403
Q325504,Q331731
Q325504,Q11647
Q325504,Q687866
Q325504,Q7256860
Q325504,Q316485
Q484641,Q482907
Q484641,Q2808
Q484641,Q106648
Q484641,Q182223
Q484641,Q200586
Q484641,Q183048
Q484641,Q1299
Q484641,Q178095
Q2090023,Q816495
Q2090023,Q194333
Q2090023,Q2808
Q2090023,Q202729
Q2090023,Q484311
Q2090023,Q1543137
Q2090023,Q271513
Q2090023,Q193744
Q837837,Q798993
Q837837,Q72608
Q837837,Q1068713
Q837837,Q733863
Q837837,Q3100060
Q837837,Q2715339
Q837837,Q1427240
Q837837,Q209956
Q217191,Q407814
Q217191,Q126852
Q217191,Q903536
Q217191,Q223495
Q217191,Q445438
Q217191,Q106648
Q217191,Q310300
Q217191,Q763765
Q28401124,Q896109
Q28401124,Q445438
Q28401124,Q435965
Q28401124,Q7340888
Q28401124,Q852435
Q28401124,Q506670
Q28401124,Q207472
Q2746831,Q255697
Q2746831,Q5496741
Q2746831,Q311306
Q2746831,Q379548
Q2746831,Q658182
Q2746831,Q310332
Q2746831,Q449371
Q546264,Q733400
Q546264,Q693597
Q546264,Q319265
Q546264,Q131422
Q546264,Q1299
Q546264,Q1141454
Q546264,Q282925
Q546264,Q1132434
Q2344635,Q19758833
Q2344635,Q286525
Q2344635,Q733400
Q2344635,Q1299
