genre,country
http://www.wikidata.org/entity/Q379671,United Kingdom
http://www.wikidata.org/entity/Q383615,United Kingdom
http://www.wikidata.org/entity/Q383982,United Kingdom
http://www.wikidata.org/entity/Q236913,United Kingdom
http://www.wikidata.org/entity/Q241662,United Kingdom
http://www.wikidata.org/entity/Q251192,United Kingdom
http://www.wikidata.org/entity/Q264289,United Kingdom
http://www.wikidata.org/entity/Q272167,United Kingdom
http://www.wikidata.org/entity/Q274401,United Kingdom
http://www.wikidata.org/entity/Q359607,France
http://www.wikidata.org/entity/Q612024,Europe
http://www.wikidata.org/entity/Q627906,Europe
http://www.wikidata.org/entity/Q641357,Europe
http://www.wikidata.org/entity/Q627906,Netherlands
http://www.wikidata.org/entity/Q220528,Greece
http://www.wikidata.org/entity/Q183504,Europe
http://www.wikidata.org/entity/Q202919,Europe
http://www.wikidata.org/entity/Q208494,Europe
http://www.wikidata.org/entity/Q209137,Europe
http://www.wikidata.org/entity/Q211781,Europe
http://www.wikidata.org/entity/Q213121,Europe
http://www.wikidata.org/entity/Q217191,Europe
http://www.wikidata.org/entity/Q223840,Europe
http://www.wikidata.org/entity/Q617338,Ghana
http://www.wikidata.org/entity/Q546264,United Kingdom
http://www.wikidata.org/entity/Q598929,United Kingdom
http://www.wikidata.org/entity/Q606393,United Kingdom
http://www.wikidata.org/entity/Q622871,United Kingdom
http://www.wikidata.org/entity/Q641318,United Kingdom
http://www.wikidata.org/entity/Q650316,United Kingdom
http://www.wikidata.org/entity/Q659599,United Kingdom
http://www.wikidata.org/entity/Q660984,United Kingdom
http://www.wikidata.org/entity/Q663519,United Kingdom
http://www.wikidata.org/entity/Q616425,Mexico
http://www.wikidata.org/entity/Q221934,Mexico
http://www.wikidata.org/entity/Q185676,Portugal
http://www.wikidata.org/entity/Q209498,United Kingdom
http://www.wikidata.org/entity/Q211723,United Kingdom
http://www.wikidata.org/entity/Q217467,United Kingdom
http://www.wikidata.org/entity/Q221772,United Kingdom
http://www.wikidata.org/entity/Q216961,Netherlands
http://www.wikidata.org/entity/Q132438,Finland
http://www.wikidata.org/entity/Q430075,Brazil
http://www.wikidata.org/entity/Q455686,Brazil
http://www.wikidata.org/entity/Q486263,Brazil
http://www.wikidata.org/entity/Q502448,Brazil
http://www.wikidata.org/entity/Q502808,Brazil
http://www.wikidata.org/entity/Q504476,Brazil
http://www.wikidata.org/entity/Q505343,Brazil
http://www.wikidata.org/entity/Q533946,Brazil
http://www.wikidata.org/entity/Q615455,People's Republic of China
http://www.wikidata.org/entity/Q178145,United Kingdom
http://www.wikidata.org/entity/Q181861,United Kingdom
http://www.wikidata.org/entity/Q183504,United Kingdom
http://www.wikidata.org/entity/Q186170,United Kingdom
http://www.wikidata.org/entity/Q186472,United Kingdom
http://www.wikidata.org/entity/Q187760,United Kingdom
http://www.wikidata.org/entity/Q188450,United Kingdom
http://www.wikidata.org/entity/Q188534,United Kingdom
http://www.wikidata.org/entity/Q188539,United Kingdom
http://www.wikidata.org/entity/Q188994,United Kingdom
http://www.wikidata.org/entity/Q189045,United Kingdom
http://www.wikidata.org/entity/Q193207,United Kingdom
http://www.wikidata.org/entity/Q193355,United Kingdom
http://www.wikidata.org/entity/Q205560,United Kingdom
http://www.wikidata.org/entity/Q206159,United Kingdom
http://www.wikidata.org/entity/Q208494,United Kingdom
http://www.wikidata.org/entity/Q132438,Sweden
http://www.wikidata.org/entity/Q85477,Italy
http://www.wikidata.org/entity/Q140544,Italy
http://www.wikidata.org/entity/Q151942,Poland
http://www.wikidata.org/entity/Q586110,Brazil
http://www.wikidata.org/entity/Q584752,Germany
http://www.wikidata.org/entity/Q641318,Germany
http://www.wikidata.org/entity/Q646679,Germany
http://www.wikidata.org/entity/Q122772,Austria
http://www.wikidata.org/entity/Q383530,Brazil
http://www.wikidata.org/entity/Q378495,Russia
http://www.wikidata.org/entity/Q1344,Europe
http://www.wikidata.org/entity/Q2743,Europe
http://www.wikidata.org/entity/Q26473,Europe
http://www.wikidata.org/entity/Q54365,Europe
http://www.wikidata.org/entity/Q57143,Europe
http://www.wikidata.org/entity/Q105527,Europe
http://www.wikidata.org/entity/Q131269,Europe
http://www.wikidata.org/entity/Q642983,Romania
http://www.wikidata.org/entity/Q622871,South Africa
http://www.wikidata.org/entity/Q484179,Russia
http://www.wikidata.org/entity/Q597493,Argentina
http://www.wikidata.org/entity/Q252833,Germany
http://www.wikidata.org/entity/Q280955,Germany
http://www.wikidata.org/entity/Q318973,Germany
http://www.wikidata.org/entity/Q320592,Germany
http://www.wikidata.org/entity/Q339906,Germany
http://www.wikidata.org/entity/Q372103,Germany
http://www.wikidata.org/entity/Q622871,India
http://www.wikidata.org/entity/Q610022,Suriname
http://www.wikidata.org/entity/Q573484,Jamaica
http://www.wikidata.org/entity/Q556959,The Gambia
http://www.wikidata.org/entity/Q252833,Slovenia
http://www.wikidata.org/entity/Q388906,Germany
http://www.wikidata.org/entity/Q446241,Germany
http://www.wikidata.org/entity/Q454071,Germany
http://www.wikidata.org/entity/Q465978,Germany
http://www.wikidata.org/entity/Q483352,Germany
http://www.wikidata.org/entity/Q484179,Germany
http://www.wikidata.org/entity/Q530750,Germany
http://www.wikidata.org/entity/Q21092,Netherlands
http://www.wikidata.org/entity/Q630689,Tanzania
http://www.wikidata.org/entity/Q622871,Israel
http://www.wikidata.org/entity/Q12302,France
http://www.wikidata.org/entity/Q138020,France
http://www.wikidata.org/entity/Q597493,Bolivia
http://www.wikidata.org/entity/Q590662,Cameroon
http://www.wikidata.org/entity/Q25116,Uruguay
http://www.wikidata.org/entity/Q4797,Mexico
http://www.wikidata.org/entity/Q388475,Cuba
http://www.wikidata.org/entity/Q497957,Cuba
http://www.wikidata.org/entity/Q331810,Moldova
http://www.wikidata.org/entity/Q389671,Peru
http://www.wikidata.org/entity/Q617338,Nigeria
http://www.wikidata.org/entity/Q208494,Germany
http://www.wikidata.org/entity/Q213572,Germany
http://www.wikidata.org/entity/Q216961,Germany
http://www.wikidata.org/entity/Q3071,United Kingdom
http://www.wikidata.org/entity/Q11366,United Kingdom
http://www.wikidata.org/entity/Q11399,United Kingdom
http://www.wikidata.org/entity/Q20474,United Kingdom
http://www.wikidata.org/entity/Q21092,United Kingdom
http://www.wikidata.org/entity/Q27190,United Kingdom
http://www.wikidata.org/entity/Q37073,United Kingdom
http://www.wikidata.org/entity/Q38848,United Kingdom
http://www.wikidata.org/entity/Q41343,United Kingdom
http://www.wikidata.org/entity/Q46046,United Kingdom
http://www.wikidata.org/entity/Q49451,United Kingdom
http://www.wikidata.org/entity/Q76092,United Kingdom
http://www.wikidata.org/entity/Q83270,United Kingdom
http://www.wikidata.org/entity/Q118120,United Kingdom
http://www.wikidata.org/entity/Q527675,Venezuela
http://www.wikidata.org/entity/Q535328,Venezuela
http://www.wikidata.org/entity/Q290869,Cuba
http://www.wikidata.org/entity/Q367751,Cuba
http://www.wikidata.org/entity/Q371745,Cuba
http://www.wikidata.org/entity/Q556959,Senegal
http://www.wikidata.org/entity/Q512410,India
http://www.wikidata.org/entity/Q181861,Australia
http://www.wikidata.org/entity/Q194492,Indonesia
http://www.wikidata.org/entity/Q547137,Latin America
http://www.wikidata.org/entity/Q527675,Colombia
http://www.wikidata.org/entity/Q535402,Colombia
http://www.wikidata.org/entity/Q283405,Belize
http://www.wikidata.org/entity/Q354204,Argentina
http://www.wikidata.org/entity/Q389671,Bolivia
http://www.wikidata.org/entity/Q484179,Iran
http://www.wikidata.org/entity/Q267287,New Zealand
http://www.wikidata.org/entity/Q282131,Dominican Republic
http://www.wikidata.org/entity/Q544440,British Raj
http://www.wikidata.org/entity/Q283405,Honduras
http://www.wikidata.org/entity/Q263524,South Africa
http://www.wikidata.org/entity/Q388100,South Africa
http://www.wikidata.org/entity/Q222445,Peru
http://www.wikidata.org/entity/Q725011,Canada
http://www.wikidata.org/entity/Q828305,Canada
http://www.wikidata.org/entity/Q188994,Jamaica
http://www.wikidata.org/entity/Q212688,Jamaica
http://www.wikidata.org/entity/Q623904,Emirate of Córdoba
http://www.wikidata.org/entity/Q331810,Romania
http://www.wikidata.org/entity/Q373982,Ivory Coast
http://www.wikidata.org/entity/Q646528,Yugoslavia
http://www.wikidata.org/entity/Q484179,Israel
http://www.wikidata.org/entity/Q307054,Frankfurt
http://www.wikidata.org/entity/Q263524,Botswana
http://www.wikidata.org/entity/Q474027,Jamaica
http://www.wikidata.org/entity/Q512410,Pakistan
http://www.wikidata.org/entity/Q227036,Ivory Coast
http://www.wikidata.org/entity/Q213665,South Korea
http://www.wikidata.org/entity/Q500879,Panama
http://www.wikidata.org/entity/Q278409,Taiwan
http://www.wikidata.org/entity/Q11403,Brazil
http://www.wikidata.org/entity/Q19816,Brazil
http://www.wikidata.org/entity/Q328296,German Democratic Republic
http://www.wikidata.org/entity/Q202930,Puerto Rico
http://www.wikidata.org/entity/Q3630966,Japan
http://www.wikidata.org/entity/Q3735537,Japan
http://www.wikidata.org/entity/Q227045,French West Indies
http://www.wikidata.org/entity/Q482981,South Korea
http://www.wikidata.org/entity/Q485915,South Korea
http://www.wikidata.org/entity/Q213149,Scandinavia
http://www.wikidata.org/entity/Q5256877,Canada
http://www.wikidata.org/entity/Q5264196,Canada
http://www.wikidata.org/entity/Q502535,Cape Verde
http://www.wikidata.org/entity/Q718540,Japan
http://www.wikidata.org/entity/Q773880,Japan
http://www.wikidata.org/entity/Q56580,Germany
http://www.wikidata.org/entity/Q170435,Germany
http://www.wikidata.org/entity/Q667659,United States
http://www.wikidata.org/entity/Q675553,United States
http://www.wikidata.org/entity/Q677542,United States
http://www.wikidata.org/entity/Q703778,United States
http://www.wikidata.org/entity/Q720959,United States
http://www.wikidata.org/entity/Q725011,United States
http://www.wikidata.org/entity/Q739138,United States
http://www.wikidata.org/entity/Q747717,United States
http://www.wikidata.org/entity/Q753520,United States
http://www.wikidata.org/entity/Q753679,United States
http://www.wikidata.org/entity/Q756956,United States
http://www.wikidata.org/entity/Q773880,United States
http://www.wikidata.org/entity/Q783097,United States
http://www.wikidata.org/entity/Q790188,United States
http://www.wikidata.org/entity/Q804401,United States
http://www.wikidata.org/entity/Q822914,United States
http://www.wikidata.org/entity/Q823080,United States
http://www.wikidata.org/entity/Q824948,United States
http://www.wikidata.org/entity/Q825769,United States
http://www.wikidata.org/entity/Q828305,United States
http://www.wikidata.org/entity/Q830325,United States
http://www.wikidata.org/entity/Q831354,United States
http://www.wikidata.org/entity/Q835891,United States
http://www.wikidata.org/entity/Q837837,United States
http://www.wikidata.org/entity/Q846119,United States
http://www.wikidata.org/entity/Q846833,United States
http://www.wikidata.org/entity/Q848399,United States
http://www.wikidata.org/entity/Q850412,United States
http://www.wikidata.org/entity/Q852767,United States
http://www.wikidata.org/entity/Q856872,United States
http://www.wikidata.org/entity/Q868855,United States
http://www.wikidata.org/entity/Q3437862,Norway
http://www.wikidata.org/entity/Q482981,Korea
http://www.wikidata.org/entity/Q208239,Latin America
http://www.wikidata.org/entity/Q5177472,Ireland
http://www.wikidata.org/entity/Q775614,England
http://www.wikidata.org/entity/Q254890,Catalan countries
http://www.wikidata.org/entity/Q155858,Ukraine
http://www.wikidata.org/entity/Q465978,Scandinavia
http://www.wikidata.org/entity/Q484179,Scandinavia
http://www.wikidata.org/entity/Q3437846,Hungary
http://www.wikidata.org/entity/Q3492946,Hungary
http://www.wikidata.org/entity/Q97219640,Spain
http://www.wikidata.org/entity/Q103840989,Spain
http://www.wikidata.org/entity/Q54365,Australia
http://www.wikidata.org/entity/Q5266196,Spain
http://www.wikidata.org/entity/Q25116,Argentina
http://www.wikidata.org/entity/Q155119,Argentina
http://www.wikidata.org/entity/Q97277483,United States
http://www.wikidata.org/entity/Q104847359,United States
http://www.wikidata.org/entity/Q47112,Albania
http://www.wikidata.org/entity/Q5110298,United States
http://www.wikidata.org/entity/Q5165023,United States
http://www.wikidata.org/entity/Q5177517,United States
http://www.wikidata.org/entity/Q5264196,United States
http://www.wikidata.org/entity/Q5303621,United States
http://www.wikidata.org/entity/Q5369049,Japan
http://www.wikidata.org/entity/Q3398980,Spain
http://www.wikidata.org/entity/Q3437832,Spain
http://www.wikidata.org/entity/Q3560556,Spain
http://www.wikidata.org/entity/Q3622181,Spain
http://www.wikidata.org/entity/Q3753864,Spain
http://www.wikidata.org/entity/Q104602773,Sweden
http://www.wikidata.org/entity/Q105757139,Sweden
http://www.wikidata.org/entity/Q69596,India
http://www.wikidata.org/entity/Q70076,India
http://www.wikidata.org/entity/Q131510,India
http://www.wikidata.org/entity/Q97375316,Poland
http://www.wikidata.org/entity/Q5219842,Denmark
http://www.wikidata.org/entity/Q5219868,Denmark
http://www.wikidata.org/entity/Q3397882,United States
http://www.wikidata.org/entity/Q3408028,United States
http://www.wikidata.org/entity/Q3437802,United States
http://www.wikidata.org/entity/Q3476584,United States
http://www.wikidata.org/entity/Q3630966,United States
http://www.wikidata.org/entity/Q3658336,United States
http://www.wikidata.org/entity/Q3699386,United States
http://www.wikidata.org/entity/Q3709211,United States
http://www.wikidata.org/entity/Q3724735,United States
http://www.wikidata.org/entity/Q3807537,United States
http://www.wikidata.org/entity/Q3820150,United States
http://www.wikidata.org/entity/Q3827483,United States
http://www.wikidata.org/entity/Q3837980,United States
http://www.wikidata.org/entity/Q3855113,United States
http://www.wikidata.org/entity/Q40461,Dominican Republic
http://www.wikidata.org/entity/Q98842769,Mexico
http://www.wikidata.org/entity/Q98909757,Mexico
http://www.wikidata.org/entity/Q5116077,Portugal
http://www.wikidata.org/entity/Q5141514,Portugal
http://www.wikidata.org/entity/Q9794,Jamaica
http://www.wikidata.org/entity/Q54365,Jamaica
http://www.wikidata.org/entity/Q5113733,Europe
http://www.wikidata.org/entity/Q5158538,Europe
http://www.wikidata.org/entity/Q97659647,Portugal
http://www.wikidata.org/entity/Q5402428,Mexico
http://www.wikidata.org/entity/Q99470350,Mexico
http://www.wikidata.org/entity/Q101440473,Mexico
http://www.wikidata.org/entity/Q131510,Iran
http://www.wikidata.org/entity/Q81105,Vietnam
http://www.wikidata.org/entity/Q140222,Lebanon
http://www.wikidata.org/entity/Q145980,Zambia
http://www.wikidata.org/entity/Q5072880,United Kingdom
http://www.wikidata.org/entity/Q5264196,United Kingdom
http://www.wikidata.org/entity/Q5100799,People's Republic of China
http://www.wikidata.org/entity/Q5073926,Cuba
http://www.wikidata.org/entity/Q5393053,Cuba
http://www.wikidata.org/entity/Q101525913,France
http://www.wikidata.org/entity/Q105337567,France
http://www.wikidata.org/entity/Q130572,Soviet Union
http://www.wikidata.org/entity/Q82469,Bavaria
http://www.wikidata.org/entity/Q54365,Latin America
http://www.wikidata.org/entity/Q5105581,India
http://www.wikidata.org/entity/Q5264196,India
http://www.wikidata.org/entity/Q5276393,India
http://www.wikidata.org/entity/Q5116136,Peru
http://www.wikidata.org/entity/Q127624,Eastern Europe
http://www.wikidata.org/entity/Q145594,Nigeria
http://www.wikidata.org/entity/Q5330234,Venezuela
http://www.wikidata.org/entity/Q5397405,Venezuela
http://www.wikidata.org/entity/Q3437819,Belgium
http://www.wikidata.org/entity/Q104870214,United Kingdom
http://www.wikidata.org/entity/Q83390,Ancient Rome
http://www.wikidata.org/entity/Q5334415,Ecuador
http://www.wikidata.org/entity/Q98528195,Romania
http://www.wikidata.org/entity/Q5295546,Malaysia
http://www.wikidata.org/entity/Q3785730,Finland
http://www.wikidata.org/entity/Q98528195,Moldova
http://www.wikidata.org/entity/Q5118358,Trinidad and Tobago
http://www.wikidata.org/entity/Q5118383,Trinidad and Tobago
http://www.wikidata.org/entity/Q3655716,Italy
http://www.wikidata.org/entity/Q3656514,Italy
http://www.wikidata.org/entity/Q3656557,Italy
http://www.wikidata.org/entity/Q3683985,Italy
http://www.wikidata.org/entity/Q3855303,Italy
http://www.wikidata.org/entity/Q3868755,Italy
http://www.wikidata.org/entity/Q3735853,Lithuania
http://www.wikidata.org/entity/Q100139647,Brazil
http://www.wikidata.org/entity/Q815536,Belgium
http://www.wikidata.org/entity/Q832665,Belgium
http://www.wikidata.org/entity/Q5147976,Colombia
http://www.wikidata.org/entity/Q97936699,Indonesia
http://www.wikidata.org/entity/Q100348626,Indonesia
http://www.wikidata.org/entity/Q104849599,Ghana
http://www.wikidata.org/entity/Q105433718,Algeria
http://www.wikidata.org/entity/Q5264196,Pakistan
http://www.wikidata.org/entity/Q744417,Italy
http://www.wikidata.org/entity/Q774475,Italy
http://www.wikidata.org/entity/Q848852,Italy
http://www.wikidata.org/entity/Q3437879,Switzerland
http://www.wikidata.org/entity/Q822914,Sweden
http://www.wikidata.org/entity/Q3437842,Greece
http://www.wikidata.org/entity/Q3487087,Greece
http://www.wikidata.org/entity/Q3559240,Greece
http://www.wikidata.org/entity/Q104771349,Colombia
http://www.wikidata.org/entity/Q700423,Austria
http://www.wikidata.org/entity/Q98915458,Suriname
http://www.wikidata.org/entity/Q101112088,Suriname
http://www.wikidata.org/entity/Q105337567,Suriname
http://www.wikidata.org/entity/Q105337573,Suriname
http://www.wikidata.org/entity/Q97276030,Panama
http://www.wikidata.org/entity/Q3470607,Turkey
http://www.wikidata.org/entity/Q5105648,Thailand
http://www.wikidata.org/entity/Q5119040,Vietnam
http://www.wikidata.org/entity/Q5202988,Vietnam
http://www.wikidata.org/entity/Q5398894,Vietnam
http://www.wikidata.org/entity/Q726239,Europe
http://www.wikidata.org/entity/Q756956,Europe
http://www.wikidata.org/entity/Q757143,Europe
http://www.wikidata.org/entity/Q773880,Europe
http://www.wikidata.org/entity/Q724755,Netherlands
http://www.wikidata.org/entity/Q820049,Netherlands
http://www.wikidata.org/entity/Q832665,Netherlands
http://www.wikidata.org/entity/Q100307135,Bolivia
http://www.wikidata.org/entity/Q97368934,Tunisia
http://www.wikidata.org/entity/Q727634,Mexico
http://www.wikidata.org/entity/Q869210,Mexico
http://www.wikidata.org/entity/Q100321326,Mayotte
http://www.wikidata.org/entity/Q101002867,Mayotte
http://www.wikidata.org/entity/Q5208151,Korea
http://www.wikidata.org/entity/Q5369664,Korea
http://www.wikidata.org/entity/Q3630966,Europe
http://www.wikidata.org/entity/Q3840596,Europe
http://www.wikidata.org/entity/Q105379653,Maluku
http://www.wikidata.org/entity/Q12255350,Spain
http://www.wikidata.org/entity/Q12257012,Spain
http://www.wikidata.org/entity/Q12257561,Spain
http://www.wikidata.org/entity/Q12382674,Spain
http://www.wikidata.org/entity/Q12385250,Spain
http://www.wikidata.org/entity/Q12390841,Spain
http://www.wikidata.org/entity/Q12399034,Spain
http://www.wikidata.org/entity/Q15042720,Spain
http://www.wikidata.org/entity/Q15306187,Spain
http://www.wikidata.org/entity/Q15623112,Spain
http://www.wikidata.org/entity/Q5099460,Zimbabwe
http://www.wikidata.org/entity/Q98528236,Democratic Republic of the Congo
http://www.wikidata.org/entity/Q5116146,Central America
http://www.wikidata.org/entity/Q3560556,Portugal
http://www.wikidata.org/entity/Q5215959,Later Silla
http://www.wikidata.org/entity/Q5201820,Czechoslovak Socialist Republic
