wikidata_id,musicbrainz_id,name,parent_wikidata_id,parent_name,level,children_direct,descendants_total,display_rule,epoch_year,origin,group,bpm_min,bpm_max,parent_choice,wikidata_parents_raw,wikipedia_links,featured,family_shape,family_hue
Q817138,53a3cea3-17af-4421-a07a-5824b540aeb5,electronica,Q9778,electronic music,1,6,6,ring,1991,,EXPERIMENTAL & DIGITAL,,,single,electronic music,36,,,
Q106641525,c4496647-f9f9-4b0b-b97f-22ef8f1a432a,Celtic electronica,Q817138,electronica,2,0,0,ring,1987,,,,,auto,Celtic music | electronica,0,,,
Q3613770,9c143ab1-1506-4134-ba40-1660fbad7f51,ambient dub,Q817138,electronica,2,0,0,ring,1991,,,,,auto,chill-out music | dubtronica,4,,,
Q1435509,ec5a14c7-7793-46dc-b858-470183eb63f7,folktronica,Q817138,electronica,2,0,0,ring,1993,United Kingdom,,,,single,electronica,23,,,
Q325397,9e7ae1de-d5f2-46a5-b105-11c7367dc70d,indietronica,Q817138,electronica,2,0,0,ring,1993,,,,,single,alternative music | electronica | independent music,17,,,
Q6658771,cf7c6a4f-9e37-4dac-b0b7-fd70fced51a2,livetronica,Q817138,electronica,2,0,0,ring,1997,United States,,,,auto,electronica | jam band music,2,,,
Q1091056,2fe74485-a939-4aa5-958f-ce09ba16906c,funktronica,Q817138,electronica,2,0,0,ring,2001,,,,,single,electronica,6,,,
Q757143,7232e5df-8466-421f-ad5a-ce2048e5522d,chill-out music,Q9778,electronic music,1,4,5,ring,1992,Europe,AMBIENT & CHILL-OUT,,,single,electronic music,29,,,
Q251192,cc38aba3-48ed-439a-83b9-f81a34a66598,downtempo,Q757143,chill-out music,2,1,1,ring,1988,United Kingdom,,,,single,chill-out music,30,,,
Q205560,45eb1d9c-588c-4dc8-9394-a14b7c8f02bc,trip hop,Q251192,downtempo,3,0,0,ring,1992,United Kingdom,,,,single,downtempo,47,,,
Q4993553,b4b397c1-c3e8-4b8b-af20-be6fdac65994,ambient trance,Q757143,chill-out music,2,0,0,ring,1990,,,,,single,chill-out music,3,,,
Q749475,fee8ccf9-8def-4855-9e6a-7d03da945f32,psybient,Q757143,chill-out music,2,0,0,ring,1993,,,,,single,chill-out music,12,,,
Q115456684,6af98bb7-9232-48a7-b559-5f27dcbff3c2,barber beats,Q757143,chill-out music,2,0,0,ring,,,,,,auto,chill-out music | vaporwave,1,,,
Q1658757,da52c9d1-73f2-456e-a0d0-94bd854cb338,illbient,Q9778,electronic music,1,0,0,ring,1994,United States,AMBIENT & CHILL-OUT,,,single,electronic music,12,,,
Q85765918,05039e37-4520-4d1e-8173-92a7915a452b,hauntology,Q9778,electronic music,1,0,0,ring,2000,,EXPERIMENTAL & DIGITAL,,,attach,,6,,,
Q3876770,4f2977aa-6943-404a-b8ec-295639ff0adf,nightcore,Q9778,electronic music,1,0,0,ring,2002,Norway,CLUB & DANCEFLOOR,,,single,electronic music,24,,,
Q115063474,c1e6e9ef-0ca6-4bf0-a0ad-a45dcacf6c5f,digital fusion,Q9778,electronic music,1,0,0,ring,2005,,EXPERIMENTAL & DIGITAL,,,single,electronic music,0,,,
Q19938910,19565d07-8460-4773-8d54-149208a61bb4,synthwave,Q9778,electronic music,1,4,4,ring,2005,United Kingdom,SYNTH & RETRO,,,single,electronic music,31,,,
Q60973191,c3632505-be72-487c-8430-f85bd6b3f7c9,darksynth,Q19938910,synthwave,2,0,0,ring,2010,,,,,single,synthwave,3,,,
Q110620412,4a615a8e-8360-4209-9e68-e3df1641bcff,chillsynth,Q19938910,synthwave,2,0,0,ring,2014,,,,,auto,chillwave | synthwave,0,,,
Q140005978,6fc0962d-52b9-4b38-ae43-26bd4b6af749,dreamwave,Q19938910,synthwave,2,0,0,ring,,,,,,single,synthwave,0,,,
Q30895273,fa50a85d-fb61-441c-84a4-599482e190b6,Sovietwave,Q19938910,synthwave,2,0,0,ring,,,,,,single,synthwave,14,,,
Q1840167,34ec5538-a91a-454f-b500-18253bb45c20,witch house,Q9778,electronic music,1,0,0,ring,2007,,CLUB & DANCEFLOOR,,,single,electronic music,19,,,
Q2626684,18d52a87-bbbf-42f0-8338-189c8c314523,chillwave,Q9778,electronic music,1,0,0,ring,2008,United States,AMBIENT & CHILL-OUT,,,single,electronic music | popular music,22,,,
Q15733887,e837fa08-f314-428f-af96-ceed9858e3b2,vaporwave,Q9778,electronic music,1,8,8,ring,2009,United States,SYNTH & RETRO,,,attach,popular music,38,,,
Q107697260,7e586e26-5a3f-4fb3-be64-46c04cd5eb23,broken transmission,Q15733887,vaporwave,2,0,0,ring,2010,,,,,single,vaporwave,0,,,
Q106594177,9be25653-b2aa-4ab5-89aa-d9808179fd1b,utopian virtual,Q15733887,vaporwave,2,0,0,ring,2011,,,,,single,vaporwave,0,,,
Q80724932,dcc79a22-0983-431a-bb4f-f55a767583cc,vaportrap,Q15733887,vaporwave,2,0,0,ring,2011,,,,,single,vaporwave,1,,,
Q117193815,1186229a-e315-40f8-82e7-836534f022dd,slushwave,Q15733887,vaporwave,2,0,0,ring,2013,,,,,single,vaporwave,0,,,
Q106583068,8c8caf98-9744-4073-b4ad-9c226163f9e5,dreampunk,Q15733887,vaporwave,2,0,0,ring,2014,,,,,single,vaporwave,5,,,
Q124170473,d280078d-079a-4cf4-94a2-8ca78b33a812,eccojams,Q15733887,vaporwave,2,0,0,ring,,,,,,single,vaporwave,0,,,
Q138081554,9ae35448-af12-4405-9618-18369dff558f,slowed & reverb,Q15733887,vaporwave,2,0,0,ring,,,,,,attach,,1,,,
Q109771345,9e3de3e7-cc54-4aff-b392-5b4c4bf5b946,vapornoise,Q15733887,vaporwave,2,0,0,ring,,,,,,single,vaporwave,0,,,
Q3476798,5b544a79-4583-4f5a-a312-bade7eac7201,seapunk,Q9778,electronic music,1,0,0,ring,2011,,CLUB & DANCEFLOOR,,,single,electronic music,10,,,
Q106369996,dc935785-4fbf-4e18-b733-77917cde0c49,wave,Q9778,electronic music,1,0,0,ring,2012,,AMBIENT & CHILL-OUT,,,single,electronic music,3,,,
Q107697234,72fc5ddb-2c22-4f87-9511-fd16a7813f5c,HexD,Q9778,electronic music,1,0,0,ring,2016,,EXPERIMENTAL & DIGITAL,,,single,electronic music,1,,,
Q124851801,c9c58bd8-bf69-428e-8c71-9e34d5916eda,acholitronix,Q9778,electronic music,1,0,0,ring,,,EXPERIMENTAL & DIGITAL,,,single,Acholi music | electronic music,0,,,
Q106582942,75858cef-eb30-4787-b524-3e04a41698cc,cyberpunk music,Q9778,electronic music,1,0,0,ring,,,SYNTH & RETRO,,,single,electronic music,0,,,
Q105763581,3832a068-e169-40cb-9638-d0b04342f3a3,experimental electronic music,Q9778,electronic music,1,4,5,ring,,,EXPERIMENTAL & DIGITAL,,,auto,electronic music | experimental music,0,,,
Q1100989,18b010d7-7d85-4445-a4a8-1889a4688308,glitch,Q105763581,experimental electronic music,2,1,1,ring,1990,Europe · United States,,,,single,experimental electronic music,22,,,
Q3108920,aa3215ae-28e6-4993-908e-ed3807e1ce54,glitch hop,Q1100989,glitch,3,0,0,ring,1998,United States,,,,auto,electronic dance music | glitch | hip-hop,8,,,
Q3503814,299c1b38-5c7b-4dfc-ab3a-f541c936987a,microsound,Q105763581,experimental electronic music,2,0,0,ring,1992,,,,,single,experimental electronic music,6,,,
Q108297242,0e4eae85-208b-4480-8b45-92df4bf446d8,flashcore,Q105763581,experimental electronic music,2,0,0,ring,1998,,,,,single,experimental electronic music,0,,,
Q16002495,e0a9d0d1-b86f-4344-82a9-022a84627087,algorave,Q105763581,experimental electronic music,2,0,0,ring,2011,,,,,single,experimental electronic music,6,,,
Q5597175,f5ebef72-89dc-4c1e-a099-5917bf1abeb3,graphical sound,Q9778,electronic music,1,0,0,ring,,,EXPERIMENTAL & DIGITAL,,,auto,electronic music | experimental music,4,,,
Q65937906,32bea60c-e201-4241-8ed4-228636d34a97,leftfield electronic,Q9778,electronic music,1,0,0,ring,,,AMBIENT & CHILL-OUT,,,single,electronic music,0,,,
Q11399,0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music,,,0,51,295,group,1948,United Kingdom · United States,,,,root,popular music,161,2,hex,103
Q7749,e4581b76-a842-440b-9b0f-1aa7a00a5c57,rock and roll,Q11399,rock music,1,2,3,ring,1949,United States,ROCK AND ROLL & GARAGE,,,single,rock music,106,,,
Q203720,f1a053eb-61bb-448a-964d-35784c4ae8c1,rockabilly,Q7749,rock and roll,2,1,1,ring,1950,United States,,,,single,rock and roll,46,,,
Q65943390,66366e89-590e-424f-b13d-0d0564eb4f27,neo-rockabilly,Q203720,rockabilly,3,0,0,ring,,,,,,single,rockabilly,2,,,
Q2097664,fde4b353-2d97-4b57-af38-e7c53efa84f3,Indorock,Q7749,rock and roll,2,0,0,ring,1957,Netherlands,,,,single,rock and roll,7,,,
Q185162,b07b5eec-c7f0-4529-a876-e0dd6b350084,Latin rock,Q11399,rock music,1,0,0,ring,1957,United States,SCENES AROUND THE WORLD > LATIN AMERICA,,,auto,Latin music | rock music,21,,,
Q220830,6a325db6-8c10-44e1-b17a-b7c8dda50546,surf music,Q11399,rock music,1,3,5,ring,1957,United States,ROCK AND ROLL & GARAGE,,,single,rock music,30,,,
Q106581470,b76ee78d-ec97-49e9-8ea6-cfc46ecc3b23,surf rock,Q220830,surf music,2,2,2,ring,1950,,,,,single,surf music,9,,,
Q17065399,ae6a6118-985d-4622-b423-2d00bb1a0678,wong shadow,Q106581470,surf rock,3,0,0,ring,1963,Thailand,,,,single,music of Thailand | surf rock,2,,,
Q108297234,d618d975-3a37-4f13-9568-a6212c033844,eleki,Q106581470,surf rock,3,0,0,ring,1965,Japan,,,,single,music of Japan | surf rock,0,,,
Q112939200,cfeedbcb-3071-498e-8284-f58506096311,hot rod music,Q220830,surf music,2,0,0,ring,,,,,,single,surf music,2,,,
Q16011695,0bb94bd0-0025-479c-b398-41fb2f12f939,vocal surf,Q220830,surf music,2,0,0,ring,,,,,,auto,pop rock | surf music,3,,,
Q193355,58e325d5-54fd-4e98-b39a-3aa6bc319273,blues rock,Q11399,rock music,1,1,1,ring,1960,United Kingdom · United States,ROOTS ROCK > BLUES & SOUTHERN ROCK,,,auto,blues | rock music,56,,,
Q2266376,f07bf7f4-1b55-42ea-8c4d-9906fce84cdf,boogie rock,Q193355,blues rock,2,0,0,ring,1968,United Kingdom · United States,,,,single,blues rock,16,,,
Q211573,b7bb11c3-bb83-4047-af65-1e8aba89039f,garage rock,Q11399,rock music,1,3,3,ring,1960,United States,ROCK AND ROLL & GARAGE,,,single,rock music,46,,,
Q3752342,005eb40f-1f3d-4bd2-a2cd-0923b064a45d,frat rock,Q211573,garage rock,2,0,0,ring,1959,,,,,single,American rock | garage rock,3,,,
Q98528290,8875a441-7b19-4729-9a02-89525ad84574,garage rock revival,Q211573,garage rock,2,0,0,ring,1978,,,,,auto,garage rock | indie rock,1,,,
Q135112757,d031678a-15f2-4722-ab3a-a3ae297e41e9,garage psych,Q211573,garage rock,2,0,0,ring,,,,,,auto,garage rock | psychedelic rock,0,,,
Q1650296,6b3903aa-8abe-4645-b363-558483b1586f,instrumental rock,Q11399,rock music,1,1,1,ring,1960,United States,ROCK AND ROLL & GARAGE,,,auto,instrumental music | rock music,24,,,
Q4390945,15d97569-718a-42e6-b740-c80b8aca8de5,rautalanka,Q1650296,instrumental rock,2,0,0,ring,,Finland,,,,auto,instrumental rock | surf rock,6,,,
Q944465,5eea976c-1ab2-4d94-9b63-7d1297d5dba5,jazz rock,Q11399,rock music,1,0,0,ring,1960,,FUSIONS,,,single,rock music,12,,,
Q186472,445dc48f-5233-4b4f-987f-867ff9ade836,folk rock,Q11399,rock music,1,6,6,ring,1964,United Kingdom · United States,"ROOTS ROCK > FOLK, COUNTRY & ACOUSTIC",,,single,rock music,58,,,
Q2614533,5ac64352-db68-4fc2-9f4a-c434349657d3,British folk rock,Q186472,folk rock,2,0,0,ring,1968,England,,,,single,folk rock | music of the United Kingdom,6,,,
Q2662148,4ca72caf-956f-4b36-bab2-cf5d9a7b6549,Celtic rock,Q186472,folk rock,2,0,0,ring,1972,Celtic nations,,,,single,folk rock,18,,,
Q641318,a82ff86c-52d2-42b9-8989-10001a0bb86d,medieval folk rock,Q186472,folk rock,2,0,0,ring,1972,Germany · United Kingdom,,,,single,folk rock,9,,,
Q6665252,08050245-2405-4dcd-97e9-a14b8987a311,Phleng phuea chiwit,Q186472,folk rock,2,0,0,ring,1973,,,,,single,folk rock | phleng Thai sakon,2,,,
Q5389389,ef1d11cc-e70f-4885-ad6c-103f060d33b2,Alpenrock,Q186472,folk rock,2,0,0,ring,,,,,,single,Alpine music | folk rock,2,,,
Q123360735,5fe1c259-cabf-41bb-8778-ed4f495496b9,rock rural,Q186472,folk rock,2,0,0,ring,,,,,,auto,folk rock | music of Brazil,0,,,
Q483740,a6c36824-e5bc-4db3-b704-44941c9dcdf9,Anatolian rock,Q11399,rock music,1,0,0,ring,1965,Turkey,SCENES AROUND THE WORLD > AFRICA & THE MIDDLE EAST,,,single,Turkish rock,21,,,
Q613408,fb07b1e3-411d-4146-a0d6-3479c0e7557b,country rock,Q11399,rock music,1,1,1,ring,1965,United States,"ROOTS ROCK > FOLK, COUNTRY & ACOUSTIC",,,single,music of North America | rock music,44,,,
Q136206036,1a50d4ac-49d5-4615-8995-caa7388afa2a,cosmic country,Q613408,country rock,2,0,0,ring,,,,,,single,country rock,0,,,
Q325504,c4a69842-f891-4569-9506-1882aa5db433,electronic rock,Q11399,rock music,1,0,0,ring,1965,United Kingdom,FUSIONS,,,auto,electronic music | rock music,37,,,
Q484641,797e2e85-5ffd-495c-a757-8b4079052f0e,pop rock,Q11399,rock music,1,13,25,dial,1965,United Kingdom · United States,POP ROCK,,,auto,pop music | rock music,62,,,
Q2090023,34cd43be-4711-4e77-a25c-c6d6a4bf3cb4,piano rock,Q484641,pop rock,2,0,0,ring,1955,United States,BRITPOP & SOFT ROCK,,,single,pop rock | rock music,12,,,
Q837837,618704fc-daac-44a2-92c9-89e3b1a2fc8c,power pop,Q484641,pop rock,2,0,0,ring,1960,United Kingdom · United States,BEAT & POWER POP,,,single,pop rock,34,,,
Q217191,7d0c6a6b-5d56-4b1e-a8c7-e32194f246b9,soft rock,Q484641,pop rock,2,2,2,ring,1960,Europe · United States,BRITPOP & SOFT ROCK,,,single,pop rock,39,,,
Q28401124,6d39ad19-fbd6-407b-baf3-ad6ad46a5518,yacht rock,Q217191,soft rock,3,0,0,ring,1971,United States,,,,single,soft rock,13,,,
Q2746831,27b1c4a7-07f9-4dee-9362-b16530b5c73a,quiet storm,Q217191,soft rock,3,0,0,ring,1976,United States,,,,auto,contemporary R&B | jazz fusion | pop music | smooth jazz | smooth soul | soft rock,12,,,
Q546264,decc967b-5b70-453b-9107-0b4e7a00505f,beat music,Q484641,pop rock,2,6,6,ring,1963,United Kingdom,BEAT & POWER POP,,,single,pop rock,34,,,
Q2344635,c979d6c8-fa9e-47c3-86d6-754a7f89ea18,Merseybeat,Q546264,beat music,3,0,0,ring,1962,,,,,single,beat music,8,,,
Q2639210,2bb22fbe-860f-4101-814e-e0c1346585fc,Nederbeat,Q546264,beat music,3,0,0,ring,1963,Netherlands,,,,auto,Nederpop | beat music,8,,,
Q2607836,1fb25dfa-0c71-4ecb-9ae8-560474d9413b,freakbeat,Q546264,beat music,3,0,0,ring,1965,United Kingdom,,,,auto,beat music | garage rock,8,,,
Q3117305,77f8d0ee-059a-4420-9ac7-84890730ae2a,group sounds,Q546264,beat music,3,0,0,ring,1967,Japan,,,,auto,beat music | kayōkyoku,9,,,
Q24935256,98c1efff-ea21-470e-9e40-e19f6dff1211,Candombe beat,Q546264,beat music,3,0,0,ring,1968,Uruguay,,,,auto,beat music | candombe | music of Latin America | rock music,1,,,
Q6296743,0b5745b5-8fd8-40f2-b717-5a650f7828a1,jovem guarda,Q546264,beat music,3,0,0,ring,,Brazil,,,,single,beat music,4,,,
Q6153278,8f2d1cd2-a4b3-4fec-b220-2c7074fddd94,tropical rock,Q484641,pop rock,2,0,0,ring,1973,,POP ROCK AROUND THE WORLD,,,single,pop rock,5,,,
Q6749708,cd6aef47-745b-4f7e-a6e5-cfe8d28d9796,Manila sound,Q484641,pop rock,2,0,0,ring,1975,Philippines,POP ROCK AROUND THE WORLD,,,single,pop rock,5,,,
Q1190565,6c207307-cac0-43cf-be8f-e2dde68a92f1,jangle pop,Q484641,pop rock,2,3,3,ring,1978,United Kingdom · United States,BEAT & POWER POP,,,auto,alternative rock | pop rock,26,,,
Q97942949,17cee13b-8725-43d1-a52a-6786933c0166,C86,Q1190565,jangle pop,3,0,0,ring,1982,,,,,auto,indie pop | jangle pop,1,,,
Q11325235,6793f60d-be5e-4968-8428-9f7855218414,neo-acoustic,Q1190565,jangle pop,3,0,0,ring,1982,Japan,,,,auto,indie pop | jangle pop,1,,,
Q1432934,77f67575-46ed-4447-afc1-ebcd2ab36b66,Paisley Underground,Q1190565,jangle pop,3,0,0,ring,1982,United States,,,,auto,Amerindie | jangle pop | neo-psychedelia,11,,,
Q370778,35709b28-c4d0-4019-b6ca-2eca017344b5,twee pop,Q484641,pop rock,2,1,1,ring,1985,United Kingdom,BEAT & POWER POP,,,auto,indie pop | indie rock | pop rock,15,,,
Q126281483,aca0cdd7-37c3-416d-9fb7-3bd0a35a6f20,cuddlecore,Q370778,twee pop,3,0,0,ring,,,,,,single,college rock | twee pop,1,,,
Q8770312,0c516b77-4590-4db7-93ba-9c2fa6f2a737,Donosti sound,Q484641,pop rock,2,0,0,ring,1989,Spain,BRITPOP & SOFT ROCK,,,auto,indie pop | pop rock,2,,,
Q189045,f1c9b874-7ef2-4e79-9419-c0bcb5f33a30,Britpop,Q484641,pop rock,2,0,0,ring,1991,United Kingdom,BRITPOP & SOFT ROCK,,,auto,alternative rock | pop rock,47,,,
Q11331157,186a4056-03d6-4fa5-a987-fd8d680960a8,beat rock,Q484641,pop rock,2,0,0,ring,,,BEAT & POWER POP,,,auto,music of Japan | new wave | pop rock,1,,,
Q109050964,3ead7360-888d-4858-aa03-4a1885c5dc61,Burmese stereo,Q484641,pop rock,2,0,0,ring,,Myanmar,POP ROCK AROUND THE WORLD,,,single,music of Myanmar | pop rock,0,,,
Q12701217,d7c4cedb-ae3a-4905-b0f5-41713f472516,pop yeh-yeh,Q484641,pop rock,2,0,0,ring,,Malaysia,POP ROCK AROUND THE WORLD,,,single,Malay music | Malaysian popular music | pop rock,1,,,
Q206159,146ef761-5ad9-48b4-b0b3-483104f7da48,psychedelic rock,Q11399,rock music,1,8,13,ring,1965,United Kingdom · United States,ART & PROGRESSIVE ROCK > PSYCHEDELIC & EXPERIMENTAL,,,auto,psychedelic music | rock music,57,,,
Q236932,ef063b60-3206-466c-a7d8-7d317fcdf9fc,acid rock,Q206159,psychedelic rock,2,0,0,ring,1965,United States,,,,single,psychedelic rock,31,,,
Q1702909,783463fe-66a5-4147-8fe9-f175dbfbaa54,raga rock,Q206159,psychedelic rock,2,0,0,ring,1965,United Kingdom · United States,,,,single,psychedelic rock,19,,,
Q236913,532dcf83-5641-446d-b007-51292b401650,space rock,Q206159,psychedelic rock,2,1,1,ring,1968,United Kingdom,,,,single,psychedelic rock,32,,,
Q109077288,11c85378-c3d2-4f21-a189-56fac6e3de24,space rock revival,Q236913,space rock,3,0,0,ring,1986,,,,,auto,neo-psychedelia | space rock,0,,,
Q703778,cd99451c-f6d5-47c7-8d49-6c08b51e61aa,neo-psychedelia,Q206159,psychedelic rock,2,3,3,ring,1978,United Kingdom · United States,,,,single,psychedelic rock,20,,,
Q4841596,013161b9-3f21-468f-aa1f-28adf1eae085,baggy,Q703778,neo-psychedelia,3,0,0,ring,1988,United Kingdom,,,,auto,alternative rock | neo-psychedelia,6,,,
Q25345818,c0dccaaa-171d-4355-b5c6-10ae392c1087,hypnagogic pop,Q703778,neo-psychedelia,3,0,0,ring,1999,,,,,single,neo-psychedelia,9,,,
Q16254929,1ef3590b-c610-4ffe-a952-f2d9d3883b14,Italian occult psychedelia,Q703778,neo-psychedelia,3,0,0,ring,,,,,,single,music of Italy | neo-psychedelia,3,,,
Q617240,aa5f0254-403e-496a-a388-c01abf62f39a,stoner rock,Q206159,psychedelic rock,2,1,1,ring,1988,United States,,,,auto,hard rock | heavy metal music | psychedelic rock,37,,,
Q3322869,bc1b8c46-5a69-4262-b909-c376f5de491a,Palm Desert Scene,Q617240,stoner rock,3,0,0,ring,,,,,,single,stoner rock,9,,,
Q98528291,3bc3d7dd-2bc5-4848-a9ef-4b67c6f7c6f9,heavy psych,Q206159,psychedelic rock,2,0,0,ring,,,,,,auto,hard rock | psychedelic rock,0,,,
Q135493769,4cd06da9-cccb-4e3a-ad7b-b41e06959e23,psychploitation,Q206159,psychedelic rock,2,0,0,ring,,,,,,attach,psychedelic music,0,,,
Q135112758,e1a01e86-1d17-4ad2-9ef0-9e1405875e21,xian psych,Q206159,psychedelic rock,2,0,0,ring,,,,,,auto,Christian rock | psychedelic rock,0,,,
Q1641839,65c97e89-b42b-45c2-a70e-0eca1b8f0ff7,experimental rock,Q11399,rock music,1,2,2,ring,1966,United States,ART & PROGRESSIVE ROCK > PSYCHEDELIC & EXPERIMENTAL,,,auto,experimental music | rock music,36,,,
Q320592,ba318056-9ddf-46cd-8b95-61fc993b962d,Krautrock,Q1641839,experimental rock,2,0,0,ring,1967,Germany,,,,single,experimental rock,42,,,
Q209137,0bfffa19-4e4a-4bf7-bf53-6ec44f0a2f8e,post-rock,Q1641839,experimental rock,2,0,0,ring,1995,Canada · Europe · United States,,,,single,experimental rock,48,,,
Q1929352,883d75d5-1365-46ee-8cbe-d3ae2facdd93,roots rock,Q11399,rock music,1,2,2,ring,1966,United States,"ROOTS ROCK > FOLK, COUNTRY & ACOUSTIC",,,single,music of the United States | rock music,18,,,
Q675553,82e38e98-8a93-4ea9-a07f-ff0aeba07444,swamp rock,Q1929352,roots rock,2,0,0,ring,1965,Louisiana · United States,,,,single,roots rock,13,,,
Q107197766,532af7e7-79d1-4bd2-9416-7b7c5860a66e,Tex-Mex,Q1929352,roots rock,2,0,0,ring,,,,,,single,music of Texas | roots rock,5,,,
Q83270,51cb9f91-e6a2-41bf-891f-e78e3f1e52ab,hard rock,Q11399,rock music,1,2,2,ring,1967,United Kingdom · United States,HARD & ARENA ROCK,,,single,rock music,77,,,
Q12702016,6d69d421-6547-4039-9ad3-93a8bef0460b,rock kapak,Q83270,hard rock,2,0,0,ring,1987,Malaysia · Singapore,,,,single,Malay music | hard rock,3,,,
Q55296418,290afc44-ad41-4d51-9ca6-4ee88df0f4f8,occult rock,Q83270,hard rock,2,0,0,ring,,,,,,single,hard rock,5,,,
Q49451,ae9b8279-3959-48d8-8a88-741a7f6d4a48,progressive rock,Q11399,rock music,1,5,5,ring,1967,United Kingdom,ART & PROGRESSIVE ROCK > PROGRESSIVE & THEATRICAL,,,auto,progressive music | rock music,65,,,
Q727803,9c2f8b08-9bac-4bfd-b9ed-6381c65791e9,Canterbury scene,Q49451,progressive rock,2,0,0,ring,1968,United Kingdom,,,,single,progressive rock,27,,,
Q106621063,166be36f-febb-4523-a005-1fb3603bd3f6,symphonic prog,Q49451,progressive rock,2,0,0,ring,1968,,,,,single,progressive rock,0,,,
Q100151423,f223062a-27f4-4cb0-9336-7a1ea3eee7ec,brutal prog,Q49451,progressive rock,2,0,0,ring,1984,,,,,auto,experimental rock | progressive rock,1,,,
Q1051843,d2327987-362f-4d70-8bfd-a8b47c3b0a54,neo-prog,Q49451,progressive rock,2,0,0,ring,1988,United Kingdom,,,,single,progressive rock,21,,,
Q65937817,eee90717-3eee-41bd-b463-003c180544bd,crossover prog,Q49451,progressive rock,2,0,0,ring,,,,,,single,progressive rock | rock fusion,0,,,
Q253137,baaf713d-1e4e-459e-a058-60d89ce1f9df,rock opera,Q11399,rock music,1,0,0,ring,1967,United States,ART & PROGRESSIVE ROCK > PROGRESSIVE & THEATRICAL,,,auto,musical play | rock music,36,,,
Q217467,b7ef058e-6d83-4ca4-8123-9724bff4648b,art rock,Q11399,rock music,1,0,0,ring,1968,United Kingdom,ART & PROGRESSIVE ROCK > PSYCHEDELIC & EXPERIMENTAL,,,single,rock music,50,,,
Q753520,c02cd2c5-9316-4046-a241-f74b773fee06,Christian rock,Q11399,rock music,1,0,0,ring,1968,United States,POP ROCK,,,single,Christian music | rock music,36,,,
Q106581777,ee4c47d7-4afe-4410-ab3e-0100a204ec23,jam band music,Q11399,rock music,1,0,0,ring,1968,,ROOTS ROCK > BLUES & SOUTHERN ROCK,,,single,rock music,1,,,
Q852767,905c1899-3027-4d29-8d9c-bbeef2c8628a,Southern rock,Q11399,rock music,1,0,0,ring,1968,United States,ROOTS ROCK > BLUES & SOUTHERN ROCK,,,single,rock music,32,,,
Q76092,54d89e62-5bfb-42bc-a321-9230e6fdcd75,glam rock,Q11399,rock music,1,1,1,ring,1969,United Kingdom,HARD & ARENA ROCK,,,auto,glam music | rock music,54,,,
Q1123745,feb9bb2f-0756-41d2-990b-2bba8746a7a0,glam punk,Q76092,glam rock,2,0,0,ring,1975,United States,,,,auto,glam rock | punk music,19,,,
Q835891,eca476ac-d63b-431f-9347-c45f530dc15d,funk rock,Q11399,rock music,1,1,1,ring,1970,United States,FUSIONS,,,single,rock music,32,,,
Q6868046,c78afd93-92ee-4330-b9bd-3c610c37c8df,Minneapolis sound,Q835891,funk rock,2,0,0,ring,1978,United States,,,,auto,funk rock | synth funk,6,,,
Q12326776,cc28f5aa-5e19-487c-88e1-e56b022f1fdd,metal music,Q11399,rock music,1,23,61,dial,1970,,,,,single,rock music,2,3,pent,271
Q38848,a6719055-99c4-47eb-beaa-71081f2376f9,heavy metal music,Q12326776,metal music,2,4,4,ring,1970,United Kingdom,CLASSIC & POWER METAL,,,single,metal music,105,,,
Q370515,feddf74e-576b-40d6-8896-a7f66f331e48,new wave of British heavy metal,Q38848,heavy metal music,3,0,0,ring,1978,United Kingdom,,,,single,British metal music | heavy metal music,41,,,
Q211723,13b9a3d0-cadd-483d-9bf5-9c2b32a946a7,speed metal,Q38848,heavy metal music,3,0,0,ring,1978,United Kingdom,,,,single,extreme metal | heavy metal music,47,,,
Q108665742,145cca52-3c7f-463c-bcd4-b7a5d031e0d7,US power metal,Q38848,heavy metal music,3,0,0,ring,1983,,,,,single,American metal | heavy metal music,0,,,
Q822914,8e7216a9-c5c2-4d47-b70b-2ef148c727c6,Christian metal,Q38848,heavy metal music,3,0,0,ring,1985,Sweden · United States,,,,auto,Christian rock | heavy metal music,37,,,
Q725011,73c7a867-f928-480a-852b-179d59be79ec,neo-classical metal,Q12326776,metal music,2,0,0,ring,1978,Canada · Scandinavia · United Kingdom · United States,CLASSIC & POWER METAL,,,single,metal music,35,,,
Q188539,818134e3-9392-4624-a13c-c4b19c54bccd,glam metal,Q12326776,metal music,2,1,1,ring,1979,United Kingdom · United States,CLASSIC & POWER METAL,,,auto,glam music | hard rock | metal music,49,,,
Q1785028,27157216-605d-44a8-8a3f-8020a6cf0f25,sleaze rock,Q188539,glam metal,3,0,0,ring,,United States,,,,single,glam metal,7,,,
Q186170,db815815-60fe-44a3-9859-2232df479dc9,doom metal,Q12326776,metal music,2,4,4,ring,1980,United Kingdom,DOOM & SLUDGE,,,single,extreme metal,55,,,
Q108979517,5f2ae224-81de-4dfa-82ec-672c321c4e58,traditional doom metal,Q186170,doom metal,3,0,0,ring,1981,,,,,single,doom metal,1,,,
Q5834708,83a47912-b919-41d7-ad00-acb0c9930998,epic doom metal,Q186170,doom metal,3,0,0,ring,1985,Europe,,,,auto,doom metal | epic heavy metal,5,,,
Q2738113,20d04371-4b82-41be-9a56-fd0833d99a85,funeral doom metal,Q186170,doom metal,3,0,0,ring,1991,,,,,single,doom metal,11,,,
